Fecha,Fondo,Tipo,Movimiento,Cantidad_Cuotapartes,Valor_Cuotaparte,Moneda,Importe,Importe_USD
2025-01-02,Novus Capital,House View USD,Rescate,654.0,1.097232,USDMEP,717.59,717.59
2025-01-02,Novus Performance,House View ARS,Rescate,88664461.9365,1.455708,ARS,129069566.56,125128.0272294374
2025-01-02,Novus Performance,House View ARS,Rescate,101396200.9846,1.466845,ARS,148732510.43,144190.50215324148
2025-01-02,Novus Liquidez,Money Market,Suscripcion,27495725.8117,5.539122,ARS,152302179.75,147651.16055458045
2025-01-02,Novus Liquidez,Money Market,Rescate,32963328.972,5.539122,ARS,182587900.7,177012.01312963804
2025-01-02,Novus Liquidez,Money Market,Suscripcion,100369164.5438,1.835225,ARS,184200000.0,178574.88198000475
2025-01-02,Novus Liquidez Plus,Renta Fija CP,Rescate,37328511.5567,10.006991,ARS,373546079.19,362138.6916690975
2025-01-02,Novus Liquidez Plus,Renta Fija CP,Rescate,68904018.1921,9.810362,ARS,675973361.72,655330.419602476
2025-01-02,Novus Renta Fija,Renta Fija,Suscripcion,695402001.963,1.006612,ARS,700000000.0,678623.3300000181
2025-01-02,Novus Gestión,Renta Fija CER,Suscripcion,75384593.3491,1.326531,ARS,100000000.0,96946.19000000258
2025-01-02,Novus Liquidez,Money Market,Suscripcion,207292337.1278,5.788926,ARS,1200000000.0,1163354.280000031
2025-01-02,Novus Liquidez,Money Market,Rescate,395260900.8499,5.642723,ARS,2230347776.23,2162237.192804768
2025-01-02,Novus Liquidez,Money Market,Suscripcion,402306351.4671,5.642723,ARS,2270103302.47,2200778.6608088994
2025-01-02,Novus Liquidez,Money Market,Suscripcion,458461552.281,5.788926,ARS,2654000000.0,2572951.8826000686
2025-01-02,Novus Balanceado,Renta Fija Mix,Rescate,3970863518.0928,1.001554,ARS,3977034240.0,3855583.170675559
2025-01-02,Novus Liquidez,Money Market,Suscripcion,773410039.6173,5.642723,ARS,4364138618.98,4230866.117419839
2025-01-02,Novus Liquidez,Money Market,Rescate,904780255.1465,5.642723,ARS,5105424355.66,4949514.396144551
2025-01-02,Novus Liquidez,Money Market,Suscripcion,1209205299.9122,5.788926,ARS,7000000000.0,6786233.3000001805
2025-01-02,Novus Liquidez,Money Market,Rescate,1212366508.0534,5.788926,ARS,7018300000.0,6803974.452770181
2025-01-02,Novus Liquidez,Money Market,Rescate,292973169.8073,5.788926,ARS,1696000000.0,1644207.3824000438
2025-01-02,Novus Performance,House View ARS,Rescate,28430780.0383,1.455708,ARS,41386913.95,40123.036233104576
2025-01-02,Novus Liquidez,Money Market,Rescate,34548722.8546,5.788926,ARS,200000000.0,193892.38000000516
2025-01-02,Novus Performance,House View ARS,Suscripcion,10036235.6481,1.462876,ARS,14681768.26,14233.414952699673
2025-01-02,Novus Renta Dolar,USD MEP,Suscripcion,908.5662,1.128074,USDMEP,1024.93,1024.93
2025-01-02,Novus Liquidez,Money Market,Rescate,749.2245,2.00207,ARS,1500.0,1.4541928500000387
2025-01-02,Novus Performance,House View ARS,Rescate,26672893.1823,1.466845,ARS,39125000.0,37930.19683750101
2025-01-02,Novus Valor,Dólar Linked,Rescate,8611.2083,6.336494,ARS,54564.87,52.89856254345441
2025-01-02,Novus Capital,House View USD,Suscripcion,64828.2855,1.096151,USDMEP,71061.59,71061.59
2025-01-02,Novus Gestion II,Renta Fija CP,Rescate,152072.8961,1.052127,ARS,160000.0,155.11390400000414
2025-01-02,Novus Performance,House View ARS,Rescate,136716.9876,1.462876,ARS,200000.0,193.89238000000518
2025-01-02,Novus Liquidez,Money Market,Rescate,51823.0842,5.788926,ARS,300000.0,290.83857000000773
2025-01-02,Novus Gestion II,Renta Fija CP,Rescate,378117.2454,1.05307,ARS,398183.93,386.0241493272773
2025-01-02,Novus Liquidez Plus,Renta Fija CP,Rescate,51464.2452,9.715483,ARS,500000.0,484.7309500000129
2025-01-02,Novus Capital,House View USD,Rescate,2734.1528,1.097232,USDMEP,3000.0,3000.0
2025-01-02,Novus Gestion II,Renta Fija CP,Rescate,2257454.8422,1.052127,ARS,2375129.19,2302.5972572829223
2025-01-02,Novus Performance,House View ARS,Rescate,2456496.9761,1.465977,ARS,3601168.07,3491.195239361626
2025-01-02,Novus Liquidez,Money Market,Rescate,867759.0585,5.531104,ARS,4799665.6,4653.092931940763
2025-01-02,Novus Liquidez Plus,Renta Fija CP,Suscripcion,523123.2271,9.715483,ARS,5082394.82,4927.18813874749
2025-01-02,Novus Liquidez Plus,Renta Fija CP,Rescate,546166.2211,9.715483,ARS,5306268.64,5144.225277644953
2025-01-02,Novus Gestion II,Renta Fija CP,Suscripcion,5110169.3521,1.052127,ARS,5376547.15,5212.357615478724
2025-01-02,Novus Performance,House View ARS,Rescate,4929223.8618,1.462876,ARS,7210843.29,6990.637836525838
2025-01-02,Novus Performance,House View ARS,Rescate,4987817.9479,1.451854,ARS,7241583.44,7020.439240751123
2025-01-02,Novus Performance,House View ARS,Rescate,1377548.9821,1.451854,ARS,2000000.0,1938.9238000000516
2025-01-03,Novus Liquidez,Money Market,Rescate,14373616.9893,5.543393,ARS,79678607.8,77170.56426227567
2025-01-03,Novus Liquidez,Money Market,Suscripcion,23474162.1967,5.793604,ARS,136000000.0,131719.12799999362
2025-01-03,Novus Renta Capital,Pagarés/Cheques,Suscripcion,137970000.0,1.0,ARS,137970000.0,133627.11830999353
2025-01-03,Novus Liquidez,Money Market,Rescate,100369164.5439,1.836708,ARS,184348847.47,178546.0987981782
2025-01-03,Novus Performance,House View ARS,Rescate,395976338.8907,1.477361,ARS,585000000.0,566585.9549999726
2025-01-03,Novus Liquidez,Money Market,Rescate,338772810.796,5.647283,ARS,1913145935.27,1852925.8406654166
2025-01-03,Novus Liquidez,Money Market,Suscripcion,379908572.2625,5.543393,ARS,2105982520.12,2039692.5083340842
2025-01-03,Novus Balanceado,Renta Fija Mix,Rescate,3362662586.0749,1.002469,ARS,3370965000.0,3264857.134694842
2025-01-03,Novus Liquidez,Money Market,Rescate,458091371.1051,5.793604,ARS,2654000000.0,2570460.0419998756
2025-01-03,Novus Liquidez,Money Market,Rescate,589143854.4831,5.647283,ARS,3327062073.98,3222336.1410771757
2025-01-03,Novus Liquidez,Money Market,Suscripcion,1208228936.5997,5.793604,ARS,7000000000.0,6779660.999999672
2025-01-03,Novus Liquidez,Money Market,Rescate,1211163206.8743,5.793604,ARS,7017000000.0,6796125.890999672
2025-01-03,Novus Liquidez,Money Market,Suscripcion,1868371726.1716,5.647283,ARS,10551223886.89,10219103.01260187
2025-01-03,Novus Liquidez Plus,Renta Fija CP,Suscripcion,2365826.512,9.789349,ARS,23159901.4,22430.897183631114
2025-01-03,Novus Liquidez,Money Market,Suscripcion,365402951.2545,5.793604,ARS,2117000000.0,2050363.190999901
2025-01-03,Novus Performance,House View ARS,Suscripcion,6091207.0867,1.473349,ARS,8974473.87,8691.984355993589
2025-01-03,Novus Balanceado,Renta Fija Mix,Rescate,193019039.65,1.021513,ARS,197171458.25,190965.09225865552
2025-01-03,Novus Gestion II,Renta Fija CP,Suscripcion,2813137.3514,1.066425,ARS,3000000.0,2905.5689999998594
2025-01-03,Novus Liquidez,Money Market,Rescate,863020.6689,5.793604,ARS,5000000.0,4842.614999999766
2025-01-03,Novus Capital,House View USD,Suscripcion,3185.5262,1.100195,USDMEP,3504.7,3504.7
2025-01-03,Novus Renta Dolar,USD MEP,Rescate,8943.0399,1.118188,USDC,10000.0,10000.0
2025-01-03,Novus Capital,House View USD,Suscripcion,26326.4687,1.099076,USDMEP,28934.79,28934.79
2025-01-03,Novus Valor,Dólar Linked,Rescate,7652.0653,6.402674,ARS,48993.68,47.45150593463771
2025-01-03,Novus Performance,House View ARS,Rescate,37384.6003,1.473349,ARS,55080.56,53.34678921287742
2025-01-03,Novus Liquidez,Money Market,Rescate,12645.9501,5.535369,ARS,70000.0,67.79660999999672
2025-01-03,Novus Liquidez Plus,Renta Fija CP,Rescate,16324.6383,9.885166,ARS,161371.76,156.29226111047245
2025-01-03,Novus Renta Dolar,USD MEP,Suscripcion,2302.4914,1.132204,USDMEP,2606.89,2606.89
2025-01-03,Novus Estrategia,CER,Suscripcion,47567.4578,8.671895,ARS,412500.0,399.5157374999807
2025-01-03,Novus Liquidez,Money Market,Suscripcion,459701.0243,5.647283,ARS,2596061.78,2514.3455433508184
2025-01-03,Novus Performance,House View ARS,Suscripcion,324288.4675,1.353733,ARS,439000.0,425.18159699997943
2025-01-03,Novus Gestion II,Renta Fija CP,Rescate,713808.7686,1.066425,ARS,761223.52,737.2624872609244
2025-01-03,Novus Performance,House View ARS,Rescate,1364236.1721,1.473349,ARS,2009996.0,1946.727355907906
2025-01-03,Novus Liquidez Plus,Renta Fija CP,Rescate,222031.3971,9.789349,ARS,2173542.84,2105.126232025218
2025-01-03,Novus Capital,House View USD,Suscripcion,245509.744,1.10016,USDMEP,270100.0,270100.0
2025-01-06,Novus Liquidez Plus,Renta Fija CP,Suscripcion,5705514.1777,9.900292,ARS,56486256.37,54576.09453008957
2025-01-06,Novus Liquidez,Money Market,Suscripcion,22589803.0678,5.555823,ARS,125504947.45,121260.82194505191
2025-01-06,Novus Liquidez,Money Market,Rescate,23419042.4366,5.80724,ARS,136000000.0,131400.9696000001
2025-01-06,Novus Gestion II,Renta Fija CP,Suscripcion,139839538.7905,1.072658,ARS,150000000.0,144927.54000000012
2025-01-06,Novus Performance,House View ARS,Rescate,242925358.4369,1.474527,ARS,358200000.0,346086.96552000026
2025-01-06,Novus Balanceado,Renta Fija Mix,Rescate,444324736.6458,1.003022,ARS,445667486.0,430596.6160264299
2025-01-06,Novus Liquidez,Money Market,Suscripcion,154978957.3015,5.80724,ARS,900000000.0,869565.2400000007
2025-01-06,Novus Liquidez,Money Market,Rescate,364544947.3415,5.80724,ARS,2117000000.0,2045410.6812000016
2025-01-06,Novus Liquidez,Money Market,Rescate,374738725.4096,5.555823,ARS,2081982029.62,2011576.8925135597
2025-01-06,Novus Liquidez,Money Market,Suscripcion,530358426.8538,5.660574,ARS,3002133121.73,2900611.787232332
2025-01-06,Novus Liquidez,Money Market,Suscripcion,602695945.0616,5.80724,ARS,3500000000.0,3381642.6000000024
2025-01-06,Novus Liquidez,Money Market,Rescate,1141779610.9073,5.660574,ARS,6463127979.23,6244568.258233171
2025-01-06,Novus Liquidez,Money Market,Suscripcion,1205391890.1233,5.80724,ARS,7000000000.0,6763285.200000005
2025-01-06,Novus Liquidez,Money Market,Suscripcion,8127785.3162,5.80724,ARS,47200000.0,45603.86592000003
2025-01-06,Novus Liquidez,Money Market,Rescate,1206425083.172,5.80724,ARS,7006000000.0,6769082.3016000055
2025-01-06,Novus Liquidez,Money Market,Suscripcion,209565990.04,5.80724,ARS,1217000000.0,1175845.441200001
2025-01-06,Novus Performance,House View ARS,Suscripcion,24375961.8796,1.481729,ARS,36118569.62,34897.16962230226
2025-01-06,Novus Gestion II,Renta Fija CP,Suscripcion,49115832.0172,1.072658,ARS,52684490.14,50902.89034762974
2025-01-06,Novus Performance,House View ARS,Suscripcion,4659718.1668,1.485808,ARS,6923446.53,6689.320492762913
2025-01-06,Novus Liquidez Plus,Renta Fija CP,Rescate,712562.7192,9.803684,ARS,6985739.73,6749.507160994433
2025-01-06,Novus Liquidez,Money Market,Suscripcion,1742.935,2.008107,ARS,3500.0,3.3816426000000024
2025-01-06,Novus Liquidez,Money Market,Rescate,7796.4122,2.008107,ARS,15656.03,15.126599427108012
2025-01-06,Novus Capital,House View USD,Suscripcion,51655.8068,1.107448,USDMEP,57206.12,57206.12
2025-01-06,Novus Balanceado,Renta Fija Mix,Rescate,102731.9859,1.022077,ARS,105000.0,101.44927800000008
2025-01-06,Novus Capital,House View USD,Suscripcion,271069.8264,1.106357,USDMEP,299900.0,299900.0
2025-01-06,Novus Liquidez Plus,Renta Fija CP,Suscripcion,41657.43,9.803684,ARS,408396.28,394.58578803700834
2025-01-06,Novus Valor,Dólar Linked,Suscripcion,15556.1325,6.428333,ARS,100000.0,96.61836000000007
2025-01-06,Novus Liquidez,Money Market,Suscripcion,197990.4687,5.555823,ARS,1100000.0,1062.801960000001
2025-01-06,Novus Liquidez,Money Market,Rescate,229802.9212,5.547781,ARS,1274896.28,1231.7838774370089
2025-01-06,Novus Performance,House View ARS,Rescate,1659320.3075,1.481729,ARS,2458663.02,2375.519887850474
2025-01-06,Novus Performance,House View ARS,Rescate,1787166.1843,1.481729,ARS,2648095.96,2558.5468877782578
2025-01-06,Novus Liquidez Plus,Renta Fija CP,Rescate,388877.4189,9.900292,ARS,3850000.0,3719.806860000003
2025-01-06,Novus Liquidez Plus,Renta Fija CP,Rescate,422713.2543,9.900292,ARS,4184984.65,4043.463535081743
2025-01-06,Novus Liquidez,Money Market,Rescate,172198.8414,5.80724,ARS,1000000.0,966.1836000000008
2025-01-06,Novus Liquidez Plus,Renta Fija CP,Rescate,437320.8719,9.803684,ARS,4287355.63,4142.372697073671
2025-01-07,Novus Liquidez,Money Market,Rescate,45355147.978,5.560103,ARS,252179294.34,243533.83159213056
2025-01-07,Novus Performance,House View ARS,Suscripcion,47821489.3815,1.489578,ARS,71233838.51,68791.7288243585
2025-01-07,Novus Gestion II,Renta Fija CP,Rescate,65950867.5325,1.076559,ARS,71000000.0,68565.90699999683
2025-01-07,Novus Performance,House View ARS,Suscripcion,13209948.306,1.485474,ARS,19623034.75,18950.298249664876
2025-01-07,Novus Gestion II,Renta Fija CP,Suscripcion,27966459.5623,1.076559,ARS,30107543.74,29075.366817960235
2025-01-07,Novus Liquidez Plus,Renta Fija CP,Rescate,1286671.409,9.865275,ARS,12693367.28,12258.200569539194
2025-01-07,Novus Liquidez,Money Market,Suscripcion,58246157.2474,5.560103,ARS,323854633.65,312751.9252445626
2025-01-07,Novus Balanceado,Renta Fija Mix,Rescate,49824617.3469,1.00352,ARS,50000000.0,48285.84999999777
2025-01-07,Novus Liquidez,Money Market,Suscripcion,184530183.4392,1.842517,ARS,340000000.0,328343.77999998484
2025-01-07,Novus Liquidez,Money Market,Rescate,1207172351.8989,5.811929,ARS,7016000000.0,6775470.471999687
2025-01-07,Novus Liquidez,Money Market,Suscripcion,129044934.9949,5.811929,ARS,750000000.0,724287.7499999666
2025-01-07,Novus Liquidez,Money Market,Rescate,154853921.9938,5.811929,ARS,900000000.0,869145.2999999599
2025-01-07,Novus Liquidez,Money Market,Rescate,209396914.5183,5.811929,ARS,1217000000.0,1175277.5889999457
2025-01-07,Novus Liquidez,Money Market,Suscripcion,279769419.0689,5.811929,ARS,1626000000.0,1570255.8419999275
2025-01-07,Novus Balanceado,Renta Fija Mix,Rescate,2461472424.9552,1.022585,ARS,2517064779.67,2430772.247828461
2025-01-07,Novus Liquidez,Money Market,Rescate,808687382.0807,5.665144,ARS,4581330470.47,4424268.717950673
2025-01-07,Novus Liquidez,Money Market,Suscripcion,1204419393.2857,5.811929,ARS,7000000000.0,6760018.999999688
2025-01-07,Novus Liquidez,Money Market,Suscripcion,2250076997.1566,5.665144,ARS,12747010199.98,12310004.449293517
2025-01-07,Novus Liquidez Plus,Renta Fija CP,Suscripcion,1003743.1589,9.962708,ARS,10000000.0,9657.169999999554
2025-01-07,Novus Balanceado,Renta Fija Mix,Rescate,445055483.5099,1.00352,ARS,446622078.81,431310.5340821369
2025-01-07,Novus Gestion II,Renta Fija CP,Suscripcion,7081381.6566,1.075477,ARS,7615863.1,7354.76846534236
2025-01-07,Novus Performance,House View ARS,Rescate,2996071.7568,1.478269,ARS,4429000.0,4277.160592999802
2025-01-07,Novus Performance,House View ARS,Rescate,4375707.6865,1.485474,ARS,6500000.0,6277.160499999711
2025-01-07,Novus Renta Dolar,USD MEP,Suscripcion,471.0483,1.141369,USDMEP,537.64,537.64
2025-01-07,Novus Capital,House View USD,Rescate,673.0121,1.114393,USDMEP,750.0,750.0
2025-01-07,Novus Liquidez,Money Market,Suscripcion,1801.1348,5.552055,ARS,10000.0,9.657169999999555
2025-01-07,Novus Liquidez Plus,Renta Fija CP,Suscripcion,1370.0124,9.865275,ARS,13515.55,13.052196399349397
2025-01-07,Novus Capital,House View USD,Suscripcion,36405.012,1.114357,USDMEP,40568.18,40568.18
2025-01-07,Novus Capital,House View USD,Suscripcion,61021.7371,1.114357,USDMEP,68000.0,68000.0
2025-01-07,Novus Liquidez,Money Market,Rescate,55571.5108,2.009654,ARS,111679.51,107.85080135866502
2025-01-07,Novus Capital,House View USD,Suscripcion,107791.628,1.113259,USDMEP,120000.0,120000.0
2025-01-07,Novus Liquidez,Money Market,Suscripcion,35970.5566,5.560103,ARS,200000.0,193.1433999999911
2025-01-07,Novus Capital,House View USD,Rescate,135.0,1.114357,USDMEP,150.44,150.44
2025-01-07,Novus Gestion II,Renta Fija CP,Suscripcion,1115783.973,1.075477,ARS,1200000.0,1158.8603999999466
2025-01-07,Novus Liquidez,Money Market,Rescate,406664.9124,5.552055,ARS,2257825.96,2180.4209126132196
2025-01-07,Novus Performance,House View ARS,Suscripcion,1661308.7654,1.364874,ARS,2267477.14,2189.741221209279
2025-01-07,Novus Performance,House View ARS,Rescate,1678327.6874,1.489578,ARS,2500000.0,2414.2924999998886
2025-01-07,Novus Liquidez,Money Market,Suscripcion,617813.0688,5.665144,ARS,3500000.0,3380.009499999844
2025-01-07,Novus Gestión,Renta Fija CER,Suscripcion,3243077.7717,1.319734,ARS,4280000.0,4133.268759999809
2025-01-07,Novus Performance,House View ARS,Rescate,2900084.155,1.485474,ARS,4307999.61,4160.308459370179
2025-01-07,Novus Liquidez Plus,Renta Fija CP,Rescate,765703.6423,9.865275,ARS,7553877.0,7294.907434808663
2025-01-07,Novus Estrategia,CER,Suscripcion,569029.6076,8.786889,ARS,5000000.0,4828.584999999777
2025-01-07,Novus Capital,House View USD,Suscripcion,419062.2159,1.114393,USDMEP,467000.0,467000.0
2025-01-08,Novus Liquidez,Money Market,Suscripcion,85962289.3751,5.816504,ARS,500000000.0,482858.4999999777
2025-01-08,Novus Liquidez,Money Market,Rescate,184530183.4393,1.843968,ARS,340267753.3,328602.35391360096
2025-01-08,Novus Liquidez,Money Market,Rescate,57597649.7311,5.564274,ARS,320489104.86,309501.7768780704
2025-01-08,Novus Liquidez Plus,Renta Fija CP,Rescate,2930563.2542,9.998078,ARS,29300000.0,28295.508099998693
2025-01-08,Novus Liquidez,Money Market,Suscripcion,22544556.8697,2.390821,ARS,53900000.0,52052.1462999976
2025-01-08,Novus Performance,House View ARS,Rescate,33714759.6474,1.48303,ARS,50000000.0,48285.84999999777
2025-01-08,Novus Gestion II,Renta Fija CP,Suscripcion,476105666.4504,1.074671,ARS,511656952.67,494115.8173615916
2025-01-08,Novus Gestión,Renta Fija CER,Suscripcion,61139803.8653,1.321643,ARS,80804993.8,78034.756197551
2025-01-08,Novus Liquidez,Money Market,Suscripcion,98684708.2027,5.816504,ARS,574000000.0,554321.5579999745
2025-01-08,Novus Liquidez,Money Market,Suscripcion,154160001.4,5.564274,ARS,857788487.63,828380.9249085425
2025-01-08,Novus Liquidez,Money Market,Rescate,129115358.6415,5.816504,ARS,751000000.0,725253.4669999665
2025-01-08,Novus Liquidez Plus,Renta Fija CP,Suscripcion,75508883.4343,9.998078,ARS,754943706.27,729061.9711879119
2025-01-08,Novus Liquidez,Money Market,Suscripcion,141103329.2625,5.669604,ARS,800000000.0,772573.5999999644
2025-01-08,Novus Liquidez,Money Market,Rescate,279549365.0481,5.816504,ARS,1626000000.0,1570255.8419999275
2025-01-08,Novus Liquidez,Money Market,Suscripcion,1203472051.2527,5.816504,ARS,7000000000.0,6760018.999999688
2025-01-08,Novus Liquidez,Money Market,Rescate,1204503598.7252,5.816504,ARS,7006000000.0,6765813.301999688
2025-01-08,Novus Liquidez,Money Market,Suscripcion,2469897471.5235,5.669604,ARS,14003340584.14,13523264.058893304
2025-01-08,Novus Liquidez,Money Market,Rescate,2609564634.863,5.669604,ARS,14795198092.08,14287974.315888561
2025-01-08,Novus Performance,House View ARS,Suscripcion,4215206.1039,1.490243,ARS,6281681.39,6066.32650690635
2025-01-08,Novus Liquidez,Money Market,Suscripcion,106421314.2464,5.816504,ARS,619000000.0,597778.8229999724
2025-01-08,Novus Gestion II,Renta Fija CP,Suscripcion,2844168.0079,1.073568,ARS,3053407.76,2948.7277817637837
2025-01-08,Novus Performance,House View ARS,Rescate,2007528.2308,1.494375,ARS,3000000.0,2897.150999999866
2025-01-08,Novus Liquidez Plus,Renta Fija CP,Suscripcion,171382.5964,9.900083,ARS,1696701.93,1638.5338977337344
2025-01-08,Novus Liquidez,Money Market,Suscripcion,497.2254,2.01116,ARS,1000.0,0.9657169999999554
2025-01-08,Novus Liquidez,Money Market,Suscripcion,851.7472,2.01116,ARS,1713.0,1.6542732209999236
2025-01-08,Novus Capital,House View USD,Suscripcion,12125.8784,1.113709,USDMEP,13504.7,13504.7
2025-01-08,Novus Capital,House View USD,Suscripcion,16162.2111,1.113709,USDMEP,18000.0,18000.0
2025-01-08,Novus Capital,House View USD,Suscripcion,26937.0185,1.113709,USDC,30000.0,30000.0
2025-01-08,Novus Capital,House View USD,Suscripcion,31426.5216,1.113709,USDC,35000.0,35000.0
2025-01-08,Novus Capital,House View USD,Suscripcion,33378.8374,1.113673,USDMEP,37173.11,37173.11
2025-01-08,Novus Capital,House View USD,Suscripcion,35916.0247,1.113709,USDC,40000.0,40000.0
2025-01-08,Novus Capital,House View USD,Suscripcion,43099.2296,1.113709,USDC,48000.0,48000.0
2025-01-08,Novus Capital,House View USD,Rescate,70.0,1.113673,USDMEP,77.96,77.96
2025-01-08,Novus Capital,House View USD,Suscripcion,121216.5835,1.113709,USDC,135000.0,135000.0
2025-01-08,Novus Estrategia,CER,Suscripcion,20384.9747,8.900323,ARS,181432.86,175.2127972606119
2025-01-08,Novus Renta Dolar,USD MEP,Suscripcion,220942.4979,1.122464,USDMEP,248000.0,248000.0
2025-01-08,Novus Liquidez Plus,Renta Fija CP,Rescate,35353.2389,9.900083,ARS,350000.0,338.0009499999844
2025-01-08,Novus Renta Dolar,USD MEP,Suscripcion,375067.5656,1.122464,USDMEP,420999.84,420999.84
2025-01-08,Novus Balanceado,Renta Fija Mix,Rescate,636476.9414,1.187798,ARS,756006.04,730.0878849306464
2025-01-08,Novus Gestión,Renta Fija CER,Suscripcion,693156.0792,1.323731,ARS,917552.19,886.0957482701891
2025-01-08,Novus Performance,House View ARS,Rescate,1068576.5473,1.490243,ARS,1592438.72,1537.845143362169
2025-01-08,Novus Capital,House View USD,Suscripcion,89971.3817,1.112576,USDMEP,100100.0,100100.0
2025-01-09,Novus Liquidez,Money Market,Rescate,106337089.2601,5.821111,ARS,619000000.0,596914.2038000014
2025-01-09,Novus Liquidez,Money Market,Suscripcion,91532289.7844,5.568476,ARS,509695358.89,491509.5304238777
2025-01-09,Novus Liquidez,Money Market,Suscripcion,57549151.6997,5.821111,ARS,335000000.0,323047.26700000075
2025-01-09,Novus Performance,House View ARS,Suscripcion,119882401.6115,1.490216,ARS,178650673.0,172276.452717495
2025-01-09,Novus Liquidez,Money Market,Rescate,35247911.6035,5.674095,ARS,199999998.99,192864.03902603706
2025-01-09,Novus Liquidez,Money Market,Suscripcion,105666487.3045,1.845429,ARS,195000000.0,188042.43900000045
2025-01-09,Novus Liquidez,Money Market,Rescate,180541962.9073,5.568476,ARS,1005343587.44,969473.1293088606
2025-01-09,Novus Liquidez,Money Market,Suscripcion,34357702.5073,5.821111,ARS,200000000.0,192864.04000000044
2025-01-09,Novus Liquidez,Money Market,Rescate,184500862.4642,5.821111,ARS,1074000000.0,1035679.8948000025
2025-01-09,Novus Liquidez,Money Market,Suscripcion,597824023.6271,5.821111,ARS,3480000000.0,3355834.296000008
2025-01-09,Novus Liquidez,Money Market,Suscripcion,340141254.8223,5.821111,ARS,1980000000.0,1909353.9960000045
2025-01-09,Novus Liquidez,Money Market,Suscripcion,460787998.5248,5.674095,ARS,2614554878.49,2521268.083336458
2025-01-09,Novus Liquidez,Money Market,Rescate,1025505081.2045,5.674095,ARS,5818813253.74,5611199.16060922
2025-01-09,Novus Liquidez,Money Market,Suscripcion,1110097368.011,5.821111,ARS,6462000000.0,6231437.132400014
2025-01-09,Novus Liquidez,Money Market,Rescate,1208194181.2625,5.674095,ARS,6855408562.93,6610808.956486386
2025-01-09,Novus Liquidez,Money Market,Suscripcion,1202519587.7556,5.821111,ARS,7000000000.0,6750241.400000016
2025-01-09,Novus Liquidez,Money Market,Rescate,1203378530.3183,5.821111,ARS,7005000000.0,6755063.001000016
2025-01-09,Novus Performance,House View ARS,Rescate,46526682.0407,1.48302,ARS,69000000.0,66538.09380000016
2025-01-09,Novus Liquidez,Money Market,Suscripcion,224184008.8601,5.821111,ARS,1305000000.0,1258437.8610000028
2025-01-09,Novus Liquidez,Money Market,Rescate,8127785.3162,5.821111,ARS,47312740.51,45624.63139115141
2025-01-09,Novus Renta Dolar,USD MEP,Suscripcion,1380.1103,1.14009,USDMEP,1573.45,1573.45
2025-01-09,Novus Liquidez Plus,Renta Fija CP,Suscripcion,2500023.7502,9.999905,ARS,25000000.0,24108.005000000056
2025-01-09,Novus Performance,House View ARS,Rescate,22504945.3846,1.48302,ARS,33375284.1,32184.460638368895
2025-01-09,Novus Capital,House View USD,Rescate,4489.6482,1.10946,USDMEP,4981.09,4981.09
2025-01-09,Novus Capital,House View USD,Suscripcion,9563.6192,1.108367,USDMEP,10600.0,10600.0
2025-01-09,Novus Liquidez Plus,Renta Fija CP,Rescate,1717.0,9.901675,ARS,17001.18,16.394581297836037
2025-01-09,Novus Capital,House View USD,Rescate,38757.5937,1.10946,USDMEP,43000.0,43000.0
2025-01-09,Novus Capital,House View USD,Suscripcion,83852.3425,1.10946,USDMEP,93030.82,93030.82
2025-01-09,Novus Capital,House View USD,Suscripcion,94404.4683,1.109496,USDMEP,104741.38,104741.38
2025-01-09,Novus Estrategia,CER,Suscripcion,24722.4622,8.89879,ARS,220000.0,212.1504440000005
2025-01-09,Novus Capital,House View USD,Suscripcion,36089.1293,1.108367,USDMEP,40000.0,40000.0
2025-01-09,Novus Gestión,Renta Fija CER,Rescate,693156.0792,1.323947,ARS,917701.91,884.9584893915841
2025-01-09,Novus Liquidez,Money Market,Rescate,437396.3406,5.560416,ARS,2432105.61,2345.3285682563273
2025-01-09,Novus Performance,House View ARS,Rescate,2010976.5185,1.490216,ARS,2996789.38,2889.8645342794825
2025-01-09,Novus Balanceado,Renta Fija Mix,Rescate,973161.1876,3.457685,ARS,3364884.84,3244.8264218857753
2025-01-09,Novus Liquidez,Money Market,Rescate,807406.0089,5.821111,ARS,4700000.0,4532.304940000011
2025-01-09,Novus Renta Balanceado,Renta Fija Mix,Rescate,1126256.7729,5.363991,ARS,6041231.19,5825.681269387052
2025-01-09,Novus Liquidez Plus,Renta Fija CP,Rescate,2200020.9001,9.999905,ARS,22000000.0,21215.04440000005
2025-01-09,Novus Liquidez Plus,Renta Fija CP,Rescate,70779.6165,9.901675,ARS,700836.76,675.8310445705536
2025-01-09,Novus Liquidez Plus,Renta Fija CP,Suscripcion,2377015.4938,9.901675,ARS,23536434.89,22696.659600411833
2025-01-10,Novus Liquidez,Money Market,Suscripcion,189505969.6096,5.825674,ARS,1104000000.0,1064609.5008000026
2025-01-10,Novus Liquidez,Money Market,Suscripcion,172340573.8117,5.825674,ARS,1004000000.0,968177.4808000022
2025-01-10,Novus Liquidez,Money Market,Suscripcion,154488562.1818,5.825674,ARS,900000000.0,867888.180000002
2025-01-10,Novus Performance,House View ARS,Rescate,466739789.2336,1.499765,ARS,700000000.0,675024.1400000015
2025-01-10,Novus Liquidez,Money Market,Suscripcion,56983328.2728,5.572635,ARS,317547289.55,306217.26576831465
