Fecha,Fondo,Tipo,Moneda,PatrimonioNeto,PatrimonioNeto_USD
2025-03-13,Novus Renta Fija,Renta Fija,ARS,2725995731.12,2556619.8027607687
2025-03-13,Novus Income,Renta Fija,ARS,2112944697.49,1981659.8368339473
2025-03-13,Novus Renta Balanceado,Renta Fija Mix,ARS,838739875.13,786625.9472245877
2025-03-13,Novus Renta Capital,Pagarés/Cheques,ARS,2352921686.16,2206726.191280711
2025-03-13,Novus Renta Dolar,USD MEP,USD,16498514.69,16498514.69
2025-03-13,Novus Liquidez Plus,Renta Fija CP,ARS,7395844519.87,6936314.074809897
2025-03-13,Novus Capital,House View USD,USD,23724811.51,23724811.51
2025-03-13,Novus Balanceado,Renta Fija Mix,ARS,1607713.75,1507.820706942933
2025-03-13,Novus Multiestrategia,Multi,ARS,5290920823.49,4962176.865411381
2025-03-14,Novus Gestion II,Renta Fija CP,ARS,11885265440.82,11146791.112025771
2025-03-14,Novus PyME FCI Abierto PyMES,PyME,ARS,2000482759.28,1876185.5637079168
2025-03-14,Novus Renta Dolar,USD MEP,USD,16508971.12,16508971.12
2025-03-14,Novus Liquidez,Money Market,ARS,58583894238.02,54943865.98699012
2025-03-14,Novus Liquidez Plus,Renta Fija CP,ARS,7406072326.1,6945906.390618725
2025-03-14,Novus Balanceado,Renta Fija Mix,ARS,1618433.67,1517.8745597216205
2025-03-14,Novus Renta Balanceado,Renta Fija Mix,ARS,842723099.44,790361.6794685997
2025-03-14,Novus Renta Mixta,Mixto,ARS,1493097030.19,1400325.5365549244
2025-03-14,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-14,Novus Gestión,Renta Fija CER,ARS,50448521391.06,47313973.14235433
2025-03-14,Novus Income,Renta Fija,ARS,2121255785.68,1989454.527194785
2025-03-14,Novus Renta Fija,Renta Fija,ARS,2726686363.4,2557267.523570936
2025-03-14,Novus Estrategia,CER,ARS,1292290878.13,1211996.1936245682
2025-03-14,Novus Multiestrategia,Multi,ARS,5298651864.9,4969427.549386828
2025-03-14,Novus Valor,Dólar Linked,ARS,542979030.36,509241.7884792013
2025-03-14,Novus Capital,House View USD,USD,23731689.97,23731689.97
2025-03-14,Novus Performance,House View ARS,ARS,45497262836.83,42670354.10662965
2025-03-14,Novus Renta Capital,Pagarés/Cheques,ARS,2348469036.03,2202550.200332829
2025-03-17,Novus Estrategia,CER,ARS,1267790421.07,1187347.5975046037
2025-03-17,Novus Renta Mixta,Mixto,ARS,1494058988.82,1399259.153108585
2025-03-17,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-17,Novus Renta Dolar,USD MEP,USD,16449644.55,16449644.55
2025-03-17,Novus Gestión,Renta Fija CER,ARS,50561867111.15,47353655.96870702
2025-03-17,Novus Renta Capital,Pagarés/Cheques,ARS,2359159116.53,2209467.639595233
2025-03-17,Novus Valor,Dólar Linked,ARS,543741013.83,509239.99401327013
2025-03-17,Novus Multiestrategia,Multi,ARS,5270006837.56,4935618.579708615
2025-03-17,Novus Capital,House View USD,USD,23736582.14,23736582.14
2025-03-17,Novus Renta Balanceado,Renta Fija Mix,ARS,843165956.49,789666.0647515621
2025-03-17,Novus Renta Fija,Renta Fija,ARS,2742133442.33,2568141.7848540316
2025-03-17,Novus Liquidez,Money Market,ARS,52945172553.08,49585737.82038003
2025-03-17,Novus Liquidez Plus,Renta Fija CP,ARS,7481687175.31,7006965.146011974
2025-03-17,Novus Performance,House View ARS,ARS,45563099864.1,42672066.50200304
2025-03-17,Novus Income,Renta Fija,ARS,2125471184.86,1990607.4876152119
2025-03-17,Novus Balanceado,Renta Fija Mix,ARS,1623601.32,1520.5818679244167
2025-03-17,Novus Gestion II,Renta Fija CP,ARS,11909633418.14,11153952.88619892
2025-03-17,Novus PyME FCI Abierto PyMES,PyME,ARS,2004622559.4,1877426.8524589995
2025-03-18,Novus Gestion II,Renta Fija CP,ARS,9459822197.85,8857511.534584014
2025-03-18,Novus Liquidez Plus,Renta Fija CP,ARS,7031712866.48,6584000.8955860725
2025-03-18,Novus Renta Fija,Renta Fija,ARS,2715397247.24,2542506.8183493307
2025-03-18,Novus PyME FCI Abierto PyMES,PyME,ARS,2003419096.64,1875860.6013892929
2025-03-18,Novus Gestión,Renta Fija CER,ARS,50351959404.73,47146030.00864709
2025-03-18,Novus Valor,Dólar Linked,ARS,556076488.84,520670.8763649618
2025-03-18,Novus Income,Renta Fija,ARS,2110657717.02,1976271.2959142502
2025-03-18,Novus Renta Capital,Pagarés/Cheques,ARS,2339054304.94,2190125.7817227487
2025-03-18,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-18,Novus Capital,House View USD,USD,23438171.71,23438171.71
2025-03-18,Novus Renta Balanceado,Renta Fija Mix,ARS,838473993.87,785088.0192906996
2025-03-18,Novus Multiestrategia,Multi,ARS,5225308002.74,4892610.552082344
2025-03-18,Novus Liquidez,Money Market,ARS,59892319281.23,56078951.355666384
2025-03-18,Novus Balanceado,Renta Fija Mix,ARS,1605161.34,1502.9600754176643
2025-03-18,Novus Performance,House View ARS,ARS,45071764539.11,42202027.26219906
2025-03-18,Novus Estrategia,CER,ARS,1251249842.95,1171582.2649494365
2025-03-18,Novus Renta Dolar,USD MEP,USD,16331974.32,16331974.32
2025-03-18,Novus Renta Mixta,Mixto,ARS,1475086160.0,1381166.8341583363
2025-03-19,Novus Renta Mixta,Mixto,ARS,1496959762.44,1400336.548525619
2025-03-19,Novus Renta Dolar,USD MEP,USD,16426828.16,16426828.16
2025-03-19,Novus Liquidez Plus,Renta Fija CP,ARS,7274901825.53,6805333.829828793
2025-03-19,Novus Gestión,Renta Fija CER,ARS,50513010427.74,47252582.502767965
2025-03-19,Novus Valor,Dólar Linked,ARS,552366688.52,516713.46253278153
2025-03-19,Novus Gestion II,Renta Fija CP,ARS,9587410167.78,8968578.314867422
2025-03-19,Novus Multiestrategia,Multi,ARS,5230523854.56,4892912.8926864145
2025-03-19,Novus Estrategia,CER,ARS,1251297097.66,1170530.4998053084
2025-03-19,Novus Renta Balanceado,Renta Fija Mix,ARS,844077430.23,789595.3551951454
2025-03-19,Novus Renta Fija,Renta Fija,ARS,2731590677.37,2555276.6060312726
2025-03-19,Novus Balanceado,Renta Fija Mix,ARS,1618921.97,1514.426546847789
2025-03-19,Novus Liquidez,Money Market,ARS,65608095824.51,61373335.98899243
2025-03-19,Novus Income,Renta Fija,ARS,2120018066.68,1983178.7445426527
2025-03-19,Novus Capital,House View USD,USD,23484224.96,23484224.96
2025-03-19,Novus Performance,House View ARS,ARS,46004732188.92,43035296.94363431
2025-03-19,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-19,Novus PyME FCI Abierto PyMES,PyME,ARS,2006804087.48,1877272.3088082897
2025-03-19,Novus Renta Capital,Pagarés/Cheques,ARS,2357183559.97,2205036.0827531083
2025-03-20,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-20,Novus Renta Balanceado,Renta Fija Mix,ARS,846773961.11,792117.8349840057
2025-03-20,Novus Renta Fija,Renta Fija,ARS,2737447901.54,2560755.7680528285
2025-03-20,Novus PyME FCI Abierto PyMES,PyME,ARS,2008404735.67,1878769.6410800235
2025-03-20,Novus Capital,House View USD,USD,23480720.55,23480720.55
2025-03-20,Novus Gestión,Renta Fija CER,ARS,50839176308.29,47557695.582542226
2025-03-20,Novus Liquidez,Money Market,ARS,60263733935.67,56373932.88593806
2025-03-20,Novus Renta Mixta,Mixto,ARS,1500156439.56,1403326.8919652284
2025-03-20,Novus Multiestrategia,Multi,ARS,5298938046.46,4956911.201631779
2025-03-20,Novus Income,Renta Fija,ARS,2120888069.91,1983992.5922831683
2025-03-20,Novus Valor,Dólar Linked,ARS,548432627.27,513033.3303804424
2025-03-20,Novus Renta Capital,Pagarés/Cheques,ARS,2359897474.09,2207574.823758145
2025-03-20,Novus Renta Dolar,USD MEP,USD,16370787.07,16370787.07
2025-03-20,Novus Estrategia,CER,ARS,1265934384.61,1184223.0040406475
2025-03-20,Novus Balanceado,Renta Fija Mix,ARS,1625803.69,1520.864077284153
2025-03-20,Novus Gestion II,Renta Fija CP,ARS,9792750494.04,9160664.682826547
2025-03-20,Novus Liquidez Plus,Renta Fija CP,ARS,7344083295.09,6870049.891500132
2025-03-20,Novus Performance,House View ARS,ARS,46108196880.04,43132083.37176187
2025-03-21,Novus Income,Renta Fija,ARS,2129527251.19,1992540.086939111
2025-03-21,Novus Renta Dolar,USD MEP,USD,16436368.97,16436368.97
2025-03-21,Novus Renta Fija,Renta Fija,ARS,2738076974.7,2561943.3281100313
2025-03-21,Novus Performance,House View ARS,ARS,46059608118.42,43096708.67718311
2025-03-21,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-21,Novus Renta Mixta,Mixto,ARS,1500574320.91,1404046.126281687
2025-03-21,Novus Gestion II,Renta Fija CP,ARS,10173135984.15,9518723.579129761
2025-03-21,Novus Capital,House View USD,USD,23679489.12,23679489.12
2025-03-21,Novus Liquidez,Money Market,ARS,61380462189.42,57432010.507931106
2025-03-21,Novus Estrategia,CER,ARS,1262247467.54,1181050.2435718416
2025-03-21,Novus Multiestrategia,Multi,ARS,5266267930.65,4927502.080341199
2025-03-21,Novus Balanceado,Renta Fija Mix,ARS,1631206.31,1526.2748860935023
2025-03-21,Novus PyME FCI Abierto PyMES,PyME,ARS,2009470013.94,1880205.8316183083
2025-03-21,Novus Renta Capital,Pagarés/Cheques,ARS,2361551573.67,2209638.8648147825
2025-03-21,Novus Renta Balanceado,Renta Fija Mix,ARS,845859221.45,791447.2123821893
2025-03-21,Novus Gestión,Renta Fija CER,ARS,50851647512.91,47580488.15752413
2025-03-21,Novus Liquidez Plus,Renta Fija CP,ARS,7540988939.47,7055895.973466369
2025-03-21,Novus Valor,Dólar Linked,ARS,546885117.44,511705.3650478876
2025-03-25,Novus PyME FCI Abierto PyMES,PyME,ARS,2012832935.99,1879395.7995978284
2025-03-25,Novus Multiestrategia,Multi,ARS,5256377573.35,4907915.483604396
2025-03-25,Novus Gestión,Renta Fija CER,ARS,50536713375.17,47186472.928047195
2025-03-25,Novus Liquidez,Money Market,ARS,64941964898.43,60636754.23102542
2025-03-25,Novus Estrategia,CER,ARS,1261605292.33,1177969.4403645091
2025-03-25,Novus Capital,House View USD,USD,23625773.56,23625773.56
2025-03-25,Novus Renta Dolar,USD MEP,USD,16521332.21,16521332.21
2025-03-25,Novus Balanceado,Renta Fija Mix,ARS,1621911.45,1514.3897498628605
2025-03-25,Novus Renta Fija,Renta Fija,ARS,2732249501.48,2551119.938828487
2025-03-25,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-25,Novus Liquidez Plus,Renta Fija CP,ARS,7156861973.13,6682410.690972901
2025-03-25,Novus Gestion II,Renta Fija CP,ARS,10099829282.35,9430279.279769318
2025-03-25,Novus Income,Renta Fija,ARS,2127023537.84,1986016.341041266
2025-03-25,Novus Valor,Dólar Linked,ARS,545422371.16,509264.57682421606
2025-03-25,Novus Renta Balanceado,Renta Fija Mix,ARS,848673860.68,792412.5546991689
2025-03-25,Novus Performance,House View ARS,ARS,45481048340.22,42465964.106392145
2025-03-25,Novus Renta Capital,Pagarés/Cheques,ARS,2368553187.39,2211534.217227718
2025-03-25,Novus Renta Mixta,Mixto,ARS,1511202854.46,1411020.381388713
2025-03-26,Novus PyME FCI Abierto PyMES,PyME,ARS,2014724776.97,1880723.2158564602
2025-03-26,Novus Gestión,Renta Fija CER,ARS,50741944907.78,47367042.335823886
2025-03-26,Novus Balanceado,Renta Fija Mix,ARS,1627691.48,1519.4319292045634
2025-03-26,Novus Multiestrategia,Multi,ARS,5234511776.46,4886358.640244664
2025-03-26,Novus Renta Capital,Pagarés/Cheques,ARS,2358640834.76,2201765.038335182
2025-03-26,Novus Renta Balanceado,Renta Fija Mix,ARS,846387940.4,790093.7474572571
2025-03-26,Novus Liquidez,Money Market,ARS,66334230556.13,61922267.91418783
2025-03-26,Novus Estrategia,CER,ARS,1258364645.93,1174669.4291280785
2025-03-26,Novus Liquidez Plus,Renta Fija CP,ARS,7129960395.48,6655738.886620152
2025-03-26,Novus Capital,House View USD,USD,23556025.03,23556025.03
2025-03-26,Novus Performance,House View ARS,ARS,45480063095.73,42455134.07116336
2025-03-26,Novus Renta Mixta,Mixto,ARS,1501659404.75,1401782.3859147243
2025-03-26,Novus Renta Dolar,USD MEP,USD,16486151.16,16486151.16
2025-03-26,Novus Gestion II,Renta Fija CP,ARS,10069231733.81,9399516.055039337
2025-03-26,Novus Valor,Dólar Linked,ARS,540129502.23,504204.89489422744
2025-03-26,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-26,Novus Income,Renta Fija,ARS,2127694178.55,1986178.898271032
2025-03-26,Novus Renta Fija,Renta Fija,ARS,2738700228.05,2556546.2633121293
2025-03-27,Novus Renta Balanceado,Renta Fija Mix,ARS,846958366.5,790626.2338898774
2025-03-27,Novus Estrategia,CER,ARS,1258175904.75,1174493.2413315757
2025-03-27,Novus Renta Fija,Renta Fija,ARS,2737512453.53,2555437.4889820064
2025-03-27,Novus Liquidez Plus,Renta Fija CP,ARS,7132883098.89,6658467.19781138
2025-03-27,Novus Multiestrategia,Multi,ARS,5257519370.93,4907835.97429811
2025-03-27,Novus Renta Capital,Pagarés/Cheques,ARS,2359271328.85,2202353.5975697124
2025-03-27,Novus Gestion II,Renta Fija CP,ARS,10106895686.82,9434674.937104292
2025-03-27,Novus Balanceado,Renta Fija Mix,ARS,1635967.56,1527.1575580200754
2025-03-27,Novus Gestión,Renta Fija CER,ARS,50842268153.72,47460692.97232085
2025-03-27,Novus Valor,Dólar Linked,ARS,542971836.27,506858.18217065954
2025-03-27,Novus Renta Dolar,USD MEP,USD,16601492.12,16601492.12
2025-03-27,Novus PyME FCI Abierto PyMES,PyME,ARS,2516426743.19,2349056.4324310026
2025-03-27,Novus Performance,House View ARS,ARS,44892444264.62,41906598.4148912
2025-03-27,Novus Renta Mixta,Mixto,ARS,1498239214.23,1398589.6760284193
2025-03-27,Novus Income,Renta Fija,ARS,2130726214.05,1989009.2697546878
2025-03-27,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-27,Novus Capital,House View USD,USD,23881352.03,23881352.03
2025-03-27,Novus Liquidez,Money Market,ARS,66674951047.24,62240326.71064156
2025-03-28,Novus Valor,Dólar Linked,ARS,552045369.89,515448.5157748084
2025-03-28,Novus Income,Renta Fija,ARS,2144669709.41,2002492.691430142
2025-03-28,Novus Capital,House View USD,USD,23417431.58,23417431.58
2025-03-28,Novus Gestion II,Renta Fija CP,ARS,10576086482.64,9874963.866229054
2025-03-28,Novus Liquidez Plus,Renta Fija CP,ARS,7248893150.13,6768340.826749804
2025-03-28,Novus PyME FCI Abierto PyMES,PyME,ARS,2522377303.35,2355160.8403035584
2025-03-28,Novus Multiestrategia,Multi,ARS,5263208605.41,4914293.664689835
2025-03-28,Novus Estrategia,CER,ARS,1262339671.99,1178655.1356468329
2025-03-28,Novus Renta Dolar,USD MEP,USD,16491947.61,16491947.61
2025-03-28,Novus Balanceado,Renta Fija Mix,ARS,1650204.5,1540.8071630406005
2025-03-28,Novus Gestión,Renta Fija CER,ARS,51092690889.29,47705592.91362814
2025-03-28,Novus Renta Fija,Renta Fija,ARS,2751219510.58,2568832.365321219
2025-03-28,Novus Performance,House View ARS,ARS,44875261289.43,41900336.61771757
2025-03-28,Novus Renta Balanceado,Renta Fija Mix,ARS,849802158.58,793466.0541208247
2025-03-28,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-28,Novus Liquidez,Money Market,ARS,70519921931.83,65844930.64321884
2025-03-28,Novus Renta Mixta,Mixto,ARS,1494544095.16,1395465.9845507396
2025-03-28,Novus Renta Capital,Pagarés/Cheques,ARS,3371201767.05,3147714.014066602
2025-03-31,Novus Liquidez,Money Market,ARS,82752618506.7,77104702.64204407
2025-03-31,Novus Renta Dolar,USD MEP,USD,16415915.77,16415915.77
2025-03-31,Novus Capital,House View USD,USD,23337573.29,23337573.29
2025-03-31,Novus PyME FCI Abierto PyMES,PyME,ARS,2528786362.62,2356195.1760992897
2025-03-31,Novus Gestión,Renta Fija CER,ARS,51079170952.58,47592986.887562275
2025-03-31,Novus Balanceado,Renta Fija Mix,ARS,1653830.45,1540.955529489179
2025-03-31,Novus Multiestrategia,Multi,ARS,5259582333.8,4900612.683768588
2025-03-31,Novus Valor,Dólar Linked,ARS,531781951.68,495487.5144086526
2025-03-31,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-03-31,Novus Renta Fija,Renta Fija,ARS,2747678347.5,2560147.6516760318
2025-03-31,Novus Renta Mixta,Mixto,ARS,1494155572.37,1392178.558062358
2025-03-31,Novus Income,Renta Fija,ARS,2143911946.96,1997588.6702327458
2025-03-31,Novus Renta Balanceado,Renta Fija Mix,ARS,850302822.72,792269.1448876403
2025-03-31,Novus Liquidez Plus,Renta Fija CP,ARS,7260659276.38,6765114.924371276
2025-03-31,Novus Gestion II,Renta Fija CP,ARS,10485879240.89,9770211.69117139
2025-03-31,Novus Performance,House View ARS,ARS,44957704919.61,41889314.58422228
2025-03-31,Novus Renta Capital,Pagarés/Cheques,ARS,3394095667.05,3162446.601316333
2025-03-31,Novus Estrategia,CER,ARS,1265359665.04,1178998.108685182
2025-04-01,Novus Income,Renta Fija,ARS,2149286936.05,2003997.073531218
2025-04-01,Novus Renta Mixta,Mixto,ARS,1504453670.65,1402753.9565223325
2025-04-01,Novus Capital,House View USD,USD,23372210.61,23372210.61
2025-04-01,Novus Multiestrategia,Multi,ARS,5277861674.96,4921082.975808103
2025-04-01,Novus Performance,House View ARS,ARS,44890318891.47,41855773.7356927
2025-04-01,Novus Gestion II,Renta Fija CP,ARS,11149047921.21,10395382.315879101
2025-04-01,Novus Valor,Dólar Linked,ARS,528034840.06,492340.1601032891
2025-04-01,Novus Balanceado,Renta Fija Mix,ARS,1643696.59,1532.5841798428971
2025-04-01,Novus Renta Dolar,USD MEP,USD,16451865.29,16451865.29
2025-04-01,Novus Liquidez,Money Market,ARS,74565311910.31,69524763.93395221
2025-04-01,Novus Renta Capital,Pagarés/Cheques,ARS,3394225650.17,3164779.051021523
2025-04-01,Novus Renta Fija,Renta Fija,ARS,2756452253.36,2570118.5618398353
2025-04-01,Novus Estrategia,CER,ARS,1274964042.98,1188777.6211421643
2025-04-01,Novus Gestión,Renta Fija CER,ARS,51422706042.5,47946577.39446138
2025-04-01,Novus PyME FCI Abierto PyMES,PyME,ARS,2531195477.37,2360088.9411756652
2025-04-01,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-04-01,Novus Renta Balanceado,Renta Fija Mix,ARS,854739043.88,796959.4537788338
2025-04-01,Novus Liquidez Plus,Renta Fija CP,ARS,8003547565.36,7462514.953134307
2025-04-03,Novus Performance,House View ARS,ARS,44750980165.0,41657881.917954564
2025-04-03,Novus Gestión,Renta Fija CER,ARS,51455752521.06,47899233.818308264
2025-04-03,Novus Valor,Dólar Linked,ARS,470927963.11,438378.3641557529
2025-04-03,Novus Liquidez,Money Market,ARS,80959480408.11,75363723.04126051
2025-04-03,Novus Balanceado,Renta Fija Mix,ARS,1643091.95,1529.5247205998644
2025-04-03,Novus Renta Dolar,USD MEP,USD,16344774.64,16344774.64
2025-04-03,Novus Liquidez Plus,Renta Fija CP,ARS,7816008620.96,7275781.737096318
2025-04-03,Novus Renta Capital,Pagarés/Cheques,ARS,3398455915.91,3163561.4399140594
2025-04-03,Novus Renta Mixta,Mixto,ARS,1490132979.74,1387137.9684462985
2025-04-03,Novus Gestion II,Renta Fija CP,ARS,11149618486.1,10378979.1555775
2025-04-03,Novus PyME FCI Abierto PyMES,PyME,ARS,2534760749.26,2359563.155792593
2025-04-03,Novus Multiestrategia,Multi,ARS,5265267767.0,4901342.98948038
2025-04-03,Novus Income,Renta Fija,ARS,2147091724.9,1998689.0390583156
2025-04-03,Novus Renta Balanceado,Renta Fija Mix,ARS,851924220.58,793040.9223019332
2025-04-03,Novus Renta Fija,Renta Fija,ARS,2757715722.4,2567107.9270990975
2025-04-03,Novus Capital,House View USD,USD,23201963.91,23201963.91
2025-04-03,Novus Estrategia,CER,ARS,1276211442.98,1188002.2604640808
2025-04-03,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-04-04,Novus Valor,Dólar Linked,ARS,471014486.29,438765.2548484912
2025-04-04,Novus Renta Dolar,USD MEP,USD,16198186.2,16198186.2
2025-04-04,Novus Renta Capital,Pagarés/Cheques,ARS,3392748388.02,3160455.048488405
2025-04-04,Novus Gestión,Renta Fija CER,ARS,51367542259.01,47850529.92263705
2025-04-04,Novus Multiestrategia,Multi,ARS,5262377362.93,4902075.014595859
2025-04-04,Novus Renta Balanceado,Renta Fija Mix,ARS,849285789.72,791137.2299837677
2025-04-04,Novus Renta Fija,Renta Fija,ARS,2762998272.93,2573822.4123783405
2025-04-04,Novus Liquidez Plus,Renta Fija CP,ARS,7293250267.43,6793898.925419717
2025-04-04,Novus Liquidez,Money Market,ARS,75686590541.09,70504511.33455893
2025-04-04,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-04-04,Novus Balanceado,Renta Fija Mix,ARS,1643039.43,1530.5444635225335
2025-04-04,Novus Gestion II,Renta Fija CP,ARS,11212673224.82,10444968.399532324
2025-04-04,Novus Estrategia,CER,ARS,1327356259.07,1236475.3616665
2025-04-04,Novus PyME FCI Abierto PyMES,PyME,ARS,2534530629.74,2360997.4003952155
2025-04-04,Novus Capital,House View USD,USD,22824891.98,22824891.98
2025-04-04,Novus Renta Mixta,Mixto,ARS,1461006317.84,1360974.7216726593
2025-04-04,Novus Income,Renta Fija,ARS,2151388105.87,2004087.725592537
2025-04-04,Novus Performance,House View ARS,ARS,44662823312.23,41604866.99081761
2025-04-07,Novus Gestión,Renta Fija CER,ARS,51330689983.46,47727280.679689005
2025-04-07,Novus Liquidez Plus,Renta Fija CP,ARS,7174399598.58,6670757.46419949
2025-04-07,Novus Liquidez,Money Market,ARS,67572334490.12,62828763.36614557
2025-04-07,Novus Capital,House View USD,USD,22261968.97,22261968.97
2025-04-07,Novus Income,Renta Fija,ARS,2148121041.83,1997323.159505592
2025-04-07,Novus Gestion II,Renta Fija CP,ARS,11114354105.62,10334127.55884065
2025-04-07,Novus Renta Balanceado,Renta Fija Mix,ARS,845320199.46,785978.8059899098
2025-04-07,Novus Multiestrategia,Multi,ARS,5217946511.65,4851647.188326709
2025-04-07,Novus Renta Dolar,USD MEP,USD,15986655.5,15986655.5
2025-04-07,Novus Renta Fija,Renta Fija,ARS,2746471343.14,2553669.3294986472
2025-04-07,Novus Valor,Dólar Linked,ARS,470512029.6,437482.13217327284
2025-04-07,Novus Balanceado,Renta Fija Mix,ARS,1637362.1,1522.4194443161748
2025-04-07,Novus Renta Capital,Pagarés/Cheques,ARS,3357199793.5,3121524.7037162073
2025-04-07,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-04-07,Novus Renta Mixta,Mixto,ARS,1429454336.9,1329106.785395023
2025-04-07,Novus Performance,House View ARS,ARS,44181204373.12,41079688.24424647
2025-04-07,Novus Estrategia,CER,ARS,1320691451.04,1227979.0432461086
2025-04-07,Novus PyME FCI Abierto PyMES,PyME,ARS,2536562309.04,2358495.8886015685
2025-04-08,Novus Capital,House View USD,USD,22171639.17,22171639.17
2025-04-08,Novus Renta Balanceado,Renta Fija Mix,ARS,840677405.53,781480.2653421997
2025-04-08,Novus Renta Dolar,USD MEP,USD,15927785.43,15927785.43
2025-04-08,Novus Renta Fija,Renta Fija,ARS,2751187619.53,2557459.9921131763
2025-04-08,Novus Estrategia,CER,ARS,1308036711.7,1215929.998608933
2025-04-08,Novus Liquidez,Money Market,ARS,58762768382.15,54624929.28375254
2025-04-08,Novus Gestión,Renta Fija CER,ARS,51282408910.36,47671306.8045281
2025-04-08,Novus Renta Mixta,Mixto,ARS,1416092794.59,1316377.2043661508
2025-04-08,Novus Income,Renta Fija,ARS,2141963807.6,1991135.2841240389
2025-04-08,Novus Balanceado,Renta Fija Mix,ARS,1634418.18,1519.3289894371203
2025-04-08,Novus Performance,House View ARS,ARS,43897260598.61,40806191.096298285
2025-04-08,Novus Renta Capital,Pagarés/Cheques,ARS,4337692382.32,4032249.4355265554
2025-04-08,Novus Valor,Dólar Linked,ARS,472068610.64,438827.42735317384
2025-04-08,Novus Multiestrategia,Multi,ARS,5169488232.4,4805473.549027323
2025-04-08,Novus Gestion II,Renta Fija CP,ARS,11041536341.64,10264035.51860708
2025-04-08,Novus PyME FCI Abierto PyMES,PyME,ARS,2539015005.96,2360227.7253003214
2025-04-08,Novus Liquidez Plus,Renta Fija CP,ARS,7133065131.83,6630783.217507061
2025-04-08,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-04-09,Novus Multiestrategia,Multi,ARS,4597554103.3,4270835.357524736
2025-04-09,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
2025-04-09,Novus Balanceado,Renta Fija Mix,ARS,1632960.56,1516.916503948386
2025-04-09,Novus Renta Fija,Renta Fija,ARS,2740711617.24,2545946.7831571065
2025-04-09,Novus PyME FCI Abierto PyMES,PyME,ARS,2539406671.17,2358947.2912526466
2025-04-09,Novus Renta Mixta,Mixto,ARS,1466069127.78,1361884.977711095
2025-04-09,Novus Performance,House View ARS,ARS,44000298159.94,40873478.57162134
2025-04-09,Novus Renta Balanceado,Renta Fija Mix,ARS,842837876.45,782942.7827331088
2025-04-09,Novus Estrategia,CER,ARS,1309509582.95,1216451.117751076
2025-04-09,Novus Renta Capital,Pagarés/Cheques,ARS,4344018440.4,4035316.851558795
2025-04-09,Novus Renta Dolar,USD MEP,USD,16168155.09,16168155.09
2025-04-09,Novus Gestión,Renta Fija CER,ARS,51448096172.13,47792009.24499228
2025-04-09,Novus Valor,Dólar Linked,ARS,473893709.32,440217.1163183678
2025-04-09,Novus Gestion II,Renta Fija CP,ARS,10474989622.4,9730599.149869628
2025-04-09,Novus Liquidez Plus,Renta Fija CP,ARS,7149736527.62,6641650.510915832
2025-04-09,Novus Income,Renta Fija,ARS,2139165561.86,1987148.7560382083
2025-04-09,Novus Liquidez,Money Market,ARS,60009314439.11,55744836.521534935
2025-04-09,Novus Capital,House View USD,USD,22498155.14,22498155.14
2025-04-10,Novus Performance,House View ARS,ARS,43709405796.2,40593829.947631165
2025-04-10,Novus Capital,House View USD,USD,22368166.41,22368166.41
2025-04-10,Novus Renta Balanceado,Renta Fija Mix,ARS,838989255.5,779186.6886604436
2025-04-10,Novus PyME FCI Abierto PyMES,PyME,ARS,2538903911.13,2357932.6175774056
2025-04-10,Novus Valor,Dólar Linked,ARS,485562473.49,450951.920273367
2025-04-10,Novus Renta Mixta,Mixto,ARS,1455927249.67,1352149.7744626054
2025-04-10,Novus Gestion II,Renta Fija CP,ARS,10368798423.66,9629717.73018047
2025-04-10,Novus Renta Fija,Renta Fija,ARS,2748385976.2,2552482.947686663
2025-04-10,Novus Balanceado,Renta Fija Mix,ARS,1616633.99,1501.4014508366022
2025-04-10,Novus Liquidez,Money Market,ARS,64795052857.3,60176506.846169025
2025-04-10,Novus Renta Capital,Pagarés/Cheques,ARS,4332906821.1,4024060.2559267916
2025-04-10,Novus Renta Dolar,USD MEP,USD,15801461.41,15801461.41
2025-04-10,Novus Gestión,Renta Fija CER,ARS,51582118596.52,47905381.29044336
2025-04-10,Novus Estrategia,CER,ARS,1310559448.79,1217143.6886718704
2025-04-10,Novus Income,Renta Fija,ARS,2129794522.77,1977984.2600431324
2025-04-10,Novus Ahorro Dolares,USD MEP,USD,2000.0,2000.0
