Fecha,Fondo,Tipo,Moneda,PatrimonioNeto,PatrimonioNeto_USD
2025-10-02,Novus Liquidez,Money Market,ARS,66532505713.61,46705865.58370904
2025-10-02,Novus Gestión,Renta Fija CER,ARS,41363501695.45,29037207.144657597
2025-10-02,Novus Multiestrategia,Multi,ARS,4783429079.14,3357970.561956695
2025-10-02,Novus PyME FCI Abierto PyMES,PyME,ARS,2675585693.62,1878263.0298312586
2025-10-02,Novus Valor,Dólar Linked,ARS,438746026.09,308000.0174374037
2025-10-02,Novus Gestion II,Renta Fija CP,ARS,1590633545.48,1116625.8623704615
2025-10-02,Novus Low Volatility,Low Vol,ARS,100000.0,70.20007000000123
2025-10-02,Novus Income,Renta Fija,ARS,1533179011.25,1076292.7391228268
2025-10-02,Novus Renta Balanceado,Renta Fija Mix,ARS,948527198.1,665866.7570352504
2025-10-02,Novus Renta Dolar,USD MEP,USD,3321705.35,3321705.35
2025-10-03,Novus Performance,House View ARS,ARS,22347666697.99,15688077.665355945
2025-10-03,Novus Renta Dolar,USD MEP,USD,3396066.55,3396066.55
2025-10-03,Novus Renta Capital,Pagarés/Cheques,ARS,13873618143.51,9739289.648276892
2025-10-03,Novus Renta Fija,Renta Fija,ARS,2877945990.03,2020320.0995632887
2025-10-03,Novus Retorno Total,Total Return,ARS,100000.0,70.20007000000123
2025-10-03,Novus Renta Mixta,Mixto,ARS,6101510662.32,4283264.756006178
2025-10-03,Novus Capital,House View USD,USD,17079598.44,17079598.44
2025-10-03,Novus Ahorro Dolares,USD MEP,USD,1207590.83,1207590.83
2025-10-03,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-03,Novus Liquidez Plus,Renta Fija CP,ARS,4379215939.13,3074212.6547204717
2025-10-03,Novus Valor,Dólar Linked,ARS,448429575.89,314797.87617548864
2025-10-03,Novus Liquidez,Money Market,ARS,66869597168.52,46942504.02101988
2025-10-03,Novus Multiestrategia,Multi,ARS,4870701320.86,3419235.7367347046
2025-10-03,Novus Gestión,Renta Fija CER,ARS,41778901869.99,29328818.357964803
2025-10-03,Novus PyME FCI Abierto PyMES,PyME,ARS,2687303326.69,1886488.8164487418
2025-10-03,Novus Estrategia,CER,ARS,489804485.1,343843.09140334564
2025-10-03,Novus Renta Balanceado,Renta Fija Mix,ARS,968728289.79,680047.9375423947
2025-10-03,Novus Low Volatility,Low Vol,ARS,100000.0,70.20007000000123
2025-10-03,Novus Gestion II,Renta Fija CP,ARS,1528475456.39,1072990.8403186183
2025-10-03,Novus Income,Renta Fija,ARS,1544138424.75,1083986.2550714165
2025-10-03,Novus Balanceado,Renta Fija Mix,ARS,1249824374.0,877377.5854250772
2025-10-06,Novus Renta Dolar,USD MEP,USD,3429331.29,3429331.29
2025-10-06,Novus Gestión,Renta Fija CER,ARS,41819031738.37,29244078.16796436
2025-10-06,Novus Renta Mixta,Mixto,ARS,6124112093.56,4282595.873904974
2025-10-06,Novus Liquidez,Money Market,ARS,51052889651.51,35701321.470323704
2025-10-06,Novus Ahorro Dolares,USD MEP,USD,1211945.47,1211945.47
2025-10-06,Novus PyME FCI Abierto PyMES,PyME,ARS,2691194087.51,1881953.9092316045
2025-10-06,Novus Income,Renta Fija,ARS,1731098543.28,1210558.4230846844
2025-10-06,Novus Renta Fija,Renta Fija,ARS,2882000140.0,2015384.715302098
2025-10-06,Novus Valor,Dólar Linked,ARS,455301396.85,318392.58552818286
2025-10-06,Novus Renta Capital,Pagarés/Cheques,ARS,14518045879.92,10152479.646460174
2025-10-06,Novus Renta Balanceado,Renta Fija Mix,ARS,969530540.25,677993.3854682032
2025-10-06,Novus Estrategia,CER,ARS,491961240.79,344028.8400573156
2025-10-06,Novus Liquidez Plus,Renta Fija CP,ARS,4392742569.06,3071847.953463457
2025-10-06,Novus Retorno Total,Total Return,ARS,100000.0,69.93007
2025-10-06,Novus Low Volatility,Low Vol,ARS,100000.0,69.93007
2025-10-06,Novus Capital,House View USD,USD,17250684.48,17250684.48
2025-10-06,Novus Balanceado,Renta Fija Mix,ARS,1254493469.0,877268.1610171284
2025-10-06,Novus Performance,House View ARS,ARS,22423799599.2,15680978.75638028
2025-10-06,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-06,Novus Multiestrategia,Multi,ARS,4853397814.67,3393984.4891772014
2025-10-06,Novus Gestion II,Renta Fija CP,ARS,1525245105.84,1066604.9701854861
2025-10-07,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-07,Novus Income,Renta Fija,ARS,1843196638.82,1289399.545662306
2025-10-07,Novus Estrategia,CER,ARS,456194691.9,319128.8526035875
2025-10-07,Novus PyME FCI Abierto PyMES,PyME,ARS,2688761295.15,1880910.3268440627
2025-10-07,Novus Low Volatility,Low Vol,ARS,100000.0,69.95452999999878
2025-10-07,Novus Renta Mixta,Mixto,ARS,6033795935.98,4220913.5881738365
2025-10-07,Novus Balanceado,Renta Fija Mix,ARS,1236420512.17,864932.1581121014
2025-10-07,Novus Renta Dolar,USD MEP,USD,3384234.94,3384234.94
2025-10-07,Novus Renta Fija,Renta Fija,ARS,2874653690.43,2010950.4782679265
2025-10-07,Novus Gestión,Renta Fija CER,ARS,41672407296.02,29151736.66361599
2025-10-07,Novus Renta Capital,Pagarés/Cheques,ARS,14393462687.78,10068879.173961692
2025-10-07,Novus Liquidez Plus,Renta Fija CP,ARS,4325981733.01,3026220.189212948
2025-10-07,Novus Renta Balanceado,Renta Fija Mix,ARS,962200866.82,673103.0940398453
2025-10-07,Novus Liquidez,Money Market,ARS,47752203459.04,33404829.494414594
2025-10-07,Novus Ahorro Dolares,USD MEP,USD,1205765.76,1205765.76
2025-10-07,Novus Retorno Total,Total Return,ARS,100000.0,69.95452999999878
2025-10-07,Novus Performance,House View ARS,ARS,22092338323.12,15454591.439948209
2025-10-07,Novus Valor,Dólar Linked,ARS,451877094.88,316108.4979009526
2025-10-07,Novus Capital,House View USD,USD,16755340.56,16755340.56
2025-10-07,Novus Gestion II,Renta Fija CP,ARS,1501383732.07,1050285.9332660094
2025-10-07,Novus Multiestrategia,Multi,ARS,4853465259.6,3395218.811066401
2025-10-08,Novus Low Volatility,Low Vol,ARS,100000.0,69.93007
2025-10-08,Novus Retorno Total,Total Return,ARS,100000.0,69.93007
2025-10-08,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-08,Novus Estrategia,CER,ARS,439654443.62,307450.66018157656
2025-10-08,Novus Capital,House View USD,USD,16905595.09,16905595.09
2025-10-08,Novus Gestión,Renta Fija CER,ARS,41602181718.44,29092434.7972323
2025-10-08,Novus Renta Capital,Pagarés/Cheques,ARS,14251004512.67,9965737.431413291
2025-10-08,Novus Renta Mixta,Mixto,ARS,5875425602.41,4108689.236563235
2025-10-08,Novus Balanceado,Renta Fija Mix,ARS,1220567618.18,853543.7897906068
2025-10-08,Novus Gestion II,Renta Fija CP,ARS,1387678400.97,970404.4771732017
2025-10-08,Novus Valor,Dólar Linked,ARS,446109084.39,311964.3949902861
2025-10-08,Novus Renta Fija,Renta Fija,ARS,2868397433.72,2005872.3332785997
2025-10-08,Novus Ahorro Dolares,USD MEP,USD,1214899.67,1214899.67
2025-10-08,Novus Income,Renta Fija,ARS,1833733239.53,1282330.9380165967
2025-10-08,Novus Liquidez,Money Market,ARS,49162840271.46,34379608.61582017
2025-10-08,Novus Renta Dolar,USD MEP,USD,3388129.02,3388129.02
2025-10-08,Novus Multiestrategia,Multi,ARS,3991406709.23,2791193.505749236
2025-10-08,Novus Liquidez Plus,Renta Fija CP,ARS,4229353379.26,2957589.778663884
2025-10-08,Novus PyME FCI Abierto PyMES,PyME,ARS,2684938100.81,1877579.0933531036
2025-10-08,Novus Renta Balanceado,Renta Fija Mix,ARS,953557973.41,666823.7582961944
2025-10-08,Novus Performance,House View ARS,ARS,21473018067.69,15016096.565848265
2025-10-09,Novus Low Volatility,Low Vol,ARS,100000.0,70.42254000000032
2025-10-09,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-09,Novus Ahorro Dolares,USD MEP,USD,1248129.44,1248129.44
2025-10-09,Novus Gestión,Renta Fija CER,ARS,42177804849.1,29702681.490979522
2025-10-09,Novus Renta Fija,Renta Fija,ARS,2885567936.82,2032090.2345342487
2025-10-09,Novus Estrategia,CER,ARS,476340520.8,335451.0937965899
2025-10-09,Novus Valor,Dólar Linked,ARS,460006451.71,323948.22745805694
2025-10-09,Novus Renta Mixta,Mixto,ARS,6197603664.28,4364509.919519069
2025-10-09,Novus Gestion II,Renta Fija CP,ARS,1428295238.73,1005841.7858127344
2025-10-09,Novus Renta Capital,Pagarés/Cheques,ARS,14602069866.98,10283148.492901985
2025-10-09,Novus Renta Dolar,USD MEP,USD,3585575.56,3585575.56
2025-10-09,Novus PyME FCI Abierto PyMES,PyME,ARS,2702192323.52,1902952.4699078102
2025-10-09,Novus Income,Renta Fija,ARS,1857440955.59,1308057.099926756
2025-10-09,Novus Capital,House View USD,USD,17604661.27,17604661.27
2025-10-09,Novus Performance,House View ARS,ARS,22548854168.56,15879475.846395908
2025-10-09,Novus Liquidez Plus,Renta Fija CP,ARS,4351795448.13,3064644.890177543
2025-10-09,Novus Retorno Total,Total Return,ARS,100000.0,70.42254000000032
2025-10-09,Novus Balanceado,Renta Fija Mix,ARS,1256941136.02,885169.874290143
2025-10-09,Novus Renta Balanceado,Renta Fija Mix,ARS,981421474.45,691141.9304131443
2025-10-09,Novus Multiestrategia,Multi,ARS,4078539187.02,2872210.8903948474
2025-10-09,Novus Liquidez,Money Market,ARS,46491000672.88,32740143.545259338
2025-10-13,Novus PyME FCI Abierto PyMES,PyME,ARS,2710468715.19,1908780.9151421727
2025-10-13,Novus Income,Renta Fija,ARS,2033859806.37,1432295.7356848423
2025-10-13,Novus Renta Mixta,Mixto,ARS,6222798364.08,4382252.667063604
2025-10-13,Novus Balanceado,Renta Fija Mix,ARS,1261194481.65,888165.188317768
2025-10-13,Novus Liquidez,Money Market,ARS,42388759270.76,29851240.95295481
2025-10-13,Novus Renta Dolar,USD MEP,USD,3633912.76,3633912.76
2025-10-13,Novus Renta Fija,Renta Fija,ARS,2881202107.76,2029015.7068181387
2025-10-13,Novus Valor,Dólar Linked,ARS,443234803.94,312137.2070985695
2025-10-13,Novus Gestion II,Renta Fija CP,ARS,1425790846.09,1004078.1289040733
2025-10-13,Novus Renta Capital,Pagarés/Cheques,ARS,14735916461.21,10377406.664262244
2025-10-13,Novus Multiestrategia,Multi,ARS,4109812840.46,2894234.591498093
2025-10-13,Novus Performance,House View ARS,ARS,22707363910.83,15991102.433049897
2025-10-13,Novus Capital,House View USD,USD,17620955.77,17620955.77
2025-10-13,Novus Retorno Total,Total Return,ARS,100000.0,70.42254000000032
2025-10-13,Novus Renta Balanceado,Renta Fija Mix,ARS,981195101.94,690982.5131417405
2025-10-13,Novus Ahorro Dolares,USD MEP,USD,1242422.28,1242422.28
2025-10-13,Novus Estrategia,CER,ARS,486216935.4,342406.3158188407
2025-10-13,Novus Gestión,Renta Fija CER,ARS,41836971307.4,29462657.853742424
2025-10-13,Novus Low Volatility,Low Vol,ARS,100000.0,70.42254000000032
2025-10-13,Novus Liquidez Plus,Renta Fija CP,ARS,2998699651.29,2111760.4614095706
2025-10-13,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-14,Novus Ahorro Dolares,USD MEP,USD,1234197.55,1234197.55
2025-10-14,Novus Renta Capital,Pagarés/Cheques,ARS,14581030538.22,10721345.726672996
2025-10-14,Novus Low Volatility,Low Vol,ARS,100000.0,73.52941000000004
2025-10-14,Novus Multiestrategia,Multi,ARS,4081143411.55,3000840.671766589
2025-10-14,Novus Gestion II,Renta Fija CP,ARS,1417486314.9,1042269.3241767128
2025-10-14,Novus Valor,Dólar Linked,ARS,442850712.37,325625.5159864582
2025-10-14,Novus PyME FCI Abierto PyMES,PyME,ARS,2704828158.56,1988844.1865030336
2025-10-14,Novus Renta Fija,Renta Fija,ARS,3178700703.8,2337279.8731699893
2025-10-14,Novus Income,Renta Fija,ARS,2025871517.39,1489611.3740949153
2025-10-14,Novus Performance,House View ARS,ARS,22333000146.87,16421323.243292654
2025-10-14,Novus Balanceado,Renta Fija Mix,ARS,1250188437.37,919256.181886381
2025-10-14,Novus Capital,House View USD,USD,16358528.4,16358528.4
2025-10-14,Novus Renta Balanceado,Renta Fija Mix,ARS,971990620.2,714698.9682884013
2025-10-14,Novus Renta Mixta,Mixto,ARS,6093665884.17,4480636.572001487
2025-10-14,Novus Liquidez Plus,Renta Fija CP,ARS,2955173787.61,2172921.8505042875
2025-10-14,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-14,Novus Gestión,Renta Fija CER,ARS,41702118795.22,30663321.907624394
2025-10-14,Novus Estrategia,CER,ARS,460971463.85,338949.5976372685
2025-10-14,Novus Liquidez,Money Market,ARS,35592262316.01,26170780.486614507
2025-10-14,Novus Renta Dolar,USD MEP,USD,3489437.36,3489437.36
2025-10-14,Novus Retorno Total,Total Return,ARS,100000.0,73.52941000000004
2025-10-15,Novus Renta Fija,Renta Fija,ARS,2882332646.09,2088646.8992975731
2025-10-15,Novus Gestion II,Renta Fija CP,ARS,1409643182.36,1021480.5934860316
2025-10-15,Novus Valor,Dólar Linked,ARS,523851647.74,379602.6531595241
2025-10-15,Novus Retorno Total,Total Return,ARS,100000.0,72.46377000000005
2025-10-15,Novus Renta Dolar,USD MEP,USD,3495666.12,3495666.12
2025-10-15,Novus Liquidez Plus,Renta Fija CP,ARS,2958268228.14,2143672.684822446
2025-10-15,Novus Multiestrategia,Multi,ARS,4082663563.32,2958451.9343980113
2025-10-15,Novus Gestión,Renta Fija CER,ARS,41837100399.98,30316740.20851061
2025-10-15,Novus Low Volatility,Low Vol,ARS,100000.0,72.46377000000005
2025-10-15,Novus PyME FCI Abierto PyMES,PyME,ARS,2709149056.74,1963151.5414332442
2025-10-15,Novus Liquidez,Money Market,ARS,34627432806.9,25092343.26609658
2025-10-15,Novus Income,Renta Fija,ARS,2020070198.73,1463819.0226462511
2025-10-15,Novus Performance,House View ARS,ARS,22305110883.63,16163124.248958623
2025-10-15,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-15,Novus Capital,House View USD,USD,16380657.22,16380657.22
2025-10-15,Novus Estrategia,CER,ARS,463360589.5,335768.5518459244
2025-10-15,Novus Balanceado,Renta Fija Mix,ARS,1238096079.36,897171.0953264484
2025-10-15,Novus Renta Capital,Pagarés/Cheques,ARS,14541967206.31,10537657.669855911
2025-10-15,Novus Renta Balanceado,Renta Fija Mix,ARS,972294351.31,704561.1424562709
2025-10-15,Novus Renta Mixta,Mixto,ARS,6110877407.37,4428172.149458563
2025-10-15,Novus Ahorro Dolares,USD MEP,USD,1235519.47,1235519.47
2025-10-16,Novus Valor,Dólar Linked,ARS,534753816.59,381422.1435469373
2025-10-16,Novus Renta Fija,Renta Fija,ARS,2895316646.75,2065133.2396141088
2025-10-16,Novus Gestion II,Renta Fija CP,ARS,1429702251.14,1019759.1496234272
2025-10-16,Novus Gestión,Renta Fija CER,ARS,42148466258.34,30063101.65299423
2025-10-16,Novus Renta Mixta,Mixto,ARS,6130277947.92,4372523.735023478
2025-10-16,Novus Renta Dolar,USD MEP,USD,3471600.59,3471600.59
2025-10-16,Novus Liquidez,Money Market,ARS,35387504643.6,25240732.197125785
2025-10-16,Novus Low Volatility,Low Vol,ARS,100000.0,71.32668000000021
2025-10-16,Novus Ahorro Dolares,USD MEP,USD,1219333.45,1219333.45
2025-10-16,Novus Renta Balanceado,Renta Fija Mix,ARS,981412048.65,700008.6314220318
2025-10-16,Novus Renta Capital,Pagarés/Cheques,ARS,14683523142.92,10473269.564876521
2025-10-16,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-16,Novus Multiestrategia,Multi,ARS,4106625050.91,2929119.308862421
2025-10-16,Novus Capital,House View USD,USD,16346222.65,16346222.65
2025-10-16,Novus Liquidez Plus,Renta Fija CP,ARS,2974091774.7,2121320.923046596
2025-10-16,Novus Retorno Total,Total Return,ARS,100000.0,71.32668000000021
2025-10-16,Novus Estrategia,CER,ARS,464650799.07,331419.98857010284
2025-10-16,Novus Balanceado,Renta Fija Mix,ARS,1258550023.94,897681.9482156099
2025-10-16,Novus PyME FCI Abierto PyMES,PyME,ARS,2718029552.85,1938680.241466756
2025-10-16,Novus Income,Renta Fija,ARS,2036518819.48,1452581.2615102816
2025-10-16,Novus Performance,House View ARS,ARS,22419365106.65,15990988.807651952
2025-10-17,Novus Renta Mixta,Mixto,ARS,6220681167.07,4290125.114411901
2025-10-17,Novus Low Volatility,Low Vol,ARS,100000.0,68.96552000000011
2025-10-17,Novus Renta Fija,Renta Fija,ARS,2913305136.45,2009176.0365394552
2025-10-17,Novus Capital,House View USD,USD,16119407.55,16119407.55
2025-10-17,Novus Gestión,Renta Fija CER,ARS,42623949940.09,29395828.720722802
2025-10-17,Novus Renta Capital,Pagarés/Cheques,ARS,14801273520.13,10207775.249779975
2025-10-17,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-17,Novus Ahorro Dolares,USD MEP,USD,1221804.11,1221804.11
2025-10-17,Novus Gestion II,Renta Fija CP,ARS,1438779944.53,992262.0704008277
2025-10-17,Novus Renta Balanceado,Renta Fija Mix,ARS,992655811.24,684590.2420318855
2025-10-17,Novus Income,Renta Fija,ARS,2064591862.61,1423856.5139266744
2025-10-17,Novus Liquidez,Money Market,ARS,64267325135.7,44322294.96992628
2025-10-17,Novus Liquidez Plus,Renta Fija CP,ARS,2974315824.37,2051252.3747190605
2025-10-17,Novus Performance,House View ARS,ARS,22548443733.15,15550651.472474337
2025-10-17,Novus Balanceado,Renta Fija Mix,ARS,1267287099.58,873991.1381182662
2025-10-17,Novus Multiestrategia,Multi,ARS,4138503562.57,2854140.502144931
2025-10-17,Novus Renta Dolar,USD MEP,USD,3399624.41,3399624.41
2025-10-17,Novus PyME FCI Abierto PyMES,PyME,ARS,2730045767.49,1882790.2597874724
2025-10-17,Novus Valor,Dólar Linked,ARS,541197892.41,373239.94072959764
2025-10-17,Novus Retorno Total,Total Return,ARS,100000.0,68.96552000000011
2025-10-17,Novus Estrategia,CER,ARS,467856239.65,322659.4885270692
2025-10-20,Novus Estrategia,CER,ARS,464103592.45,314646.5025693159
2025-10-20,Novus Capital,House View USD,USD,16074291.5,16074291.5
2025-10-20,Novus Renta Mixta,Mixto,ARS,6232905210.83,4225698.437456093
2025-10-20,Novus Liquidez,Money Market,ARS,69724636650.81,47270939.98406671
2025-10-20,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-20,Novus Liquidez Plus,Renta Fija CP,ARS,2741753633.6,1858816.0181326207
2025-10-20,Novus Retorno Total,Total Return,ARS,100000.0,67.79661
2025-10-20,Novus Renta Capital,Pagarés/Cheques,ARS,14778229985.37,10019138.948084356
2025-10-20,Novus Income,Renta Fija,ARS,2062534759.73,1398328.647168585
2025-10-20,Novus Valor,Dólar Linked,ARS,555207998.92,376412.20171659655
2025-10-20,Novus Renta Dolar,USD MEP,USD,3441691.38,3441691.38
2025-10-20,Novus Performance,House View ARS,ARS,22567006287.84,15299665.241642362
2025-10-20,Novus Gestion II,Renta Fija CP,ARS,1438173393.94,975032.8070132654
2025-10-20,Novus Multiestrategia,Multi,ARS,4140222676.91,2806930.6213962324
2025-10-20,Novus PyME FCI Abierto PyMES,PyME,ARS,2739231749.88,1857106.266462319
2025-10-20,Novus Renta Balanceado,Renta Fija Mix,ARS,1000040408.14,677993.495349084
2025-10-20,Novus Gestión,Renta Fija CER,ARS,42816829926.53,29028359.19965283
2025-10-20,Novus Ahorro Dolares,USD MEP,USD,1215775.88,1215775.88
2025-10-20,Novus Balanceado,Renta Fija Mix,ARS,1258833652.06,853446.5416358751
2025-10-20,Novus Renta Fija,Renta Fija,ARS,2919393815.44,1979250.0394179765
2025-10-20,Novus Low Volatility,Low Vol,ARS,100000.0,67.79661
2025-10-21,Novus Liquidez,Money Market,ARS,86952548936.72,58337838.93191669
2025-10-21,Novus Multiestrategia,Multi,ARS,4170486645.24,2798045.3839804167
2025-10-21,Novus Performance,House View ARS,ARS,22797153955.51,15294970.78378364
2025-10-21,Novus Renta Capital,Pagarés/Cheques,ARS,14928407655.61,10015704.564989371
2025-10-21,Novus Balanceado,Renta Fija Mix,ARS,1270926980.71,852684.9920046056
2025-10-21,Novus Valor,Dólar Linked,ARS,562024742.64,377071.27982809703
2025-10-21,Novus Renta Dolar,USD MEP,USD,3410679.08,3410679.08
2025-10-21,Novus Gestion II,Renta Fija CP,ARS,1448928528.12,972109.0425864196
2025-10-21,Novus Renta Fija,Renta Fija,ARS,2924191743.95,1961886.4432455434
2025-10-21,Novus Ahorro Dolares,USD MEP,USD,1208346.51,1208346.51
2025-10-21,Novus Capital,House View USD,USD,15898743.6,15898743.6
2025-10-21,Novus Low Volatility,Low Vol,ARS,100000.0,67.09157999999775
2025-10-21,Novus Retorno Total,Total Return,ARS,100000.0,67.09157999999775
2025-10-21,Novus Liquidez Plus,Renta Fija CP,ARS,2750136849.88,1845110.2647466583
2025-10-21,Novus Renta Balanceado,Renta Fija Mix,ARS,1005698247.5,674738.8442800378
2025-10-21,Novus Renta Mixta,Mixto,ARS,6329050819.1,4246260.193536989
2025-10-21,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-21,Novus PyME FCI Abierto PyMES,PyME,ARS,2747121695.89,1843087.3502953341
2025-10-21,Novus Income,Renta Fija,ARS,2167151322.72,1453976.063403698
2025-10-21,Novus Gestión,Renta Fija CER,ARS,43016786142.47,28860641.488203205
2025-10-21,Novus Estrategia,CER,ARS,471712448.69,316479.33488279965
2025-10-22,Novus Renta Mixta,Mixto,ARS,6316832401.75,4242332.211306373
2025-10-22,Novus Liquidez Plus,Renta Fija CP,ARS,2808151947.76,1885931.540454453
2025-10-22,Novus Balanceado,Renta Fija Mix,ARS,1278106827.18,858365.9368474239
2025-10-22,Novus Gestión,Renta Fija CER,ARS,43059239938.9,28918228.1512738
2025-10-22,Novus Valor,Dólar Linked,ARS,557169735.17,374190.5696313707
2025-10-22,Novus Multiestrategia,Multi,ARS,4165299163.32,2797380.3461026615
2025-10-22,Novus Renta Fija,Renta Fija,ARS,2620098674.45,1759636.522941625
2025-10-22,Novus Estrategia,CER,ARS,472971291.23,317643.59352835134
2025-10-22,Novus Retorno Total,Total Return,ARS,100000.0,67.15917000000012
2025-10-22,Novus Liquidez,Money Market,ARS,84846520425.82,56982218.89186128
2025-10-22,Novus Renta Balanceado,Renta Fija Mix,ARS,1000986363.89,672254.1338017049
2025-10-22,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-22,Novus PyME FCI Abierto PyMES,PyME,ARS,2750472605.96,1847194.5732401097
2025-10-22,Novus Ahorro Dolares,USD MEP,USD,1052436.63,1052436.63
2025-10-22,Novus Low Volatility,Low Vol,ARS,100000.0,67.15917000000012
2025-10-22,Novus Capital,House View USD,USD,15675874.13,15675874.13
2025-10-22,Novus Income,Renta Fija,ARS,2428054682.95,1630661.3722153541
2025-10-22,Novus Renta Capital,Pagarés/Cheques,ARS,15006803323.84,10078444.555823375
2025-10-22,Novus Gestion II,Renta Fija CP,ARS,1396777345.58,938064.0720395612
2025-10-22,Novus Performance,House View ARS,ARS,22765473483.43,15289103.038041702
2025-10-22,Novus Renta Dolar,USD MEP,USD,3359417.93,3359417.93
2025-10-23,Novus Gestion II,Renta Fija CP,ARS,720853519.51,487392.4922800956
2025-10-23,Novus Income,Renta Fija,ARS,2420979331.06,1636902.807557927
2025-10-23,Novus Renta Dolar,USD MEP,USD,3369046.29,3369046.29
2025-10-23,Novus Gestión,Renta Fija CER,ARS,43092782199.11,29136430.560239773
2025-10-23,Novus Balanceado,Renta Fija Mix,ARS,1277792258.54,863956.8742472974
2025-10-23,Novus Retorno Total,Total Return,ARS,100000.0,67.61325000000006
2025-10-23,Novus Renta Fija,Renta Fija,ARS,2619348289.05,1771026.5070461011
2025-10-23,Novus Ahorro Dolares,USD MEP,USD,1046080.4,1046080.4
2025-10-23,Novus Liquidez Plus,Renta Fija CP,ARS,2830114398.61,1913532.3236181778
2025-10-23,Novus Liquidez,Money Market,ARS,79637318774.71,53845379.43644167
2025-10-23,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-23,Novus PyME FCI Abierto PyMES,PyME,ARS,2752204744.08,1860855.0741266725
2025-10-23,Novus Capital,House View USD,USD,15684176.25,15684176.25
2025-10-23,Novus Performance,House View ARS,ARS,22371458286.74,15126070.02005925
2025-10-23,Novus Renta Capital,Pagarés/Cheques,ARS,15027794426.11,10160780.21481183
2025-10-23,Novus Renta Mixta,Mixto,ARS,6353886670.96,4296069.279552867
2025-10-23,Novus Estrategia,CER,ARS,479554200.44,324242.1804289986
2025-10-23,Novus Low Volatility,Low Vol,ARS,100000.0,67.61325000000006
2025-10-23,Novus Renta Balanceado,Renta Fija Mix,ARS,994279216.03,672264.4920324046
2025-10-23,Novus Valor,Dólar Linked,ARS,550906175.39,372485.56963187957
2025-10-23,Novus Multiestrategia,Multi,ARS,4205877900.46,2843730.739532774
2025-10-24,Novus Renta Fija,Renta Fija,ARS,2626296397.61,1760252.311719444
2025-10-24,Novus Renta Capital,Pagarés/Cheques,ARS,15074774568.04,10103736.503690073
2025-10-24,Novus Valor,Dólar Linked,ARS,553973920.17,371296.20042083715
2025-10-24,Novus Performance,House View ARS,ARS,22316784341.68,14957630.548987255
2025-10-24,Novus Renta Dolar,USD MEP,USD,3362751.66,3362751.66
2025-10-24,Novus Gestión,Renta Fija CER,ARS,43138232625.6,28913025.114684567
2025-10-24,Novus Liquidez Plus,Renta Fija CP,ARS,2838245630.01,1902309.4407772224
2025-10-24,Novus Capital,House View USD,USD,15720775.01,15720775.01
2025-10-24,Novus Renta Balanceado,Renta Fija Mix,ARS,996630094.29,667982.6500160524
2025-10-24,Novus Balanceado,Renta Fija Mix,ARS,1286394823.64,862194.9389097447
2025-10-24,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-24,Novus Ahorro Dolares,USD MEP,USD,1046693.12,1046693.12
2025-10-24,Novus Liquidez,Money Market,ARS,60851753396.3,40785358.30361555
2025-10-24,Novus Multiestrategia,Multi,ARS,4204583528.87,2818085.5303484173
2025-10-24,Novus Renta Mixta,Mixto,ARS,6353912239.66,4258654.399595631
2025-10-24,Novus Low Volatility,Low Vol,ARS,100000.0,67.02413000000003
2025-10-24,Novus Gestion II,Renta Fija CP,ARS,722108196.27,483986.7362086601
2025-10-24,Novus Estrategia,CER,ARS,477378570.27,319958.8335299063
2025-10-24,Novus Income,Renta Fija,ARS,2431060210.06,1629396.9555688882
2025-10-24,Novus PyME FCI Abierto PyMES,PyME,ARS,2757092190.22,1847917.0537929006
2025-10-24,Novus Retorno Total,Total Return,ARS,100000.0,67.02413000000003
2025-10-27,Novus Low Volatility,Low Vol,ARS,100000.0,69.68641000000002
2025-10-27,Novus Valor,Dólar Linked,ARS,563754543.47,392860.30255613255
2025-10-27,Novus Renta Balanceado,Renta Fija Mix,ARS,1027877114.82,716290.6605296362
2025-10-27,Novus Renta Mixta,Mixto,ARS,7179982498.05,5003472.041519367
2025-10-27,Novus Performance,House View ARS,ARS,23694048561.25,16511531.825991781
2025-10-27,Novus Income Dolares,USD MEP,USD,1000.0,1000.0
2025-10-27,Novus Liquidez Plus,Renta Fija CP,ARS,2885875101.56,2011062.7553610187
2025-10-27,Novus Renta Capital,Pagarés/Cheques,ARS,15522503000.96,10817075.083511293
2025-10-27,Novus Renta Fija,Renta Fija,ARS,2645406281.32,1843488.6673664092
2025-10-27,Novus Ahorro Dolares,USD MEP,USD,1148142.53,1148142.53
