Fecha,Agente,Asset_Category,Moneda,Volumen_USD,Gastos_USD,TC_Aplicado,Fondo
2026-05-22,PP Inversiones (PPI),Licitaciones,USDMEP,100000.0,0.0,1402.9999506144,AHDOLARES
2026-05-29,Alchemy Valores,Fixed Income,USDMEP,900450.0,0.0,1407.9999459328,CAP
2026-06-02,Invertir en Bolsa (IEB),Fixed Income,USDMEP,146785.5,0.0,1427.0000976068,CAP
2026-06-02,Invertir en Bolsa (IEB),Fixed Income,USDMEP,146759.3,0.0,1427.0000976068,CAP
2026-06-03,Invertir en Bolsa (IEB),Fixed Income,USDMEP,102283.39,0.0,1438.4999552627,CAP
2026-06-03,Invertir en Bolsa (IEB),Fixed Income,USDMEP,102301.65,0.0,1438.4999552627,CAP
2026-06-26,Invertir en Bolsa (IEB),Fixed Income,USDMEP,214600.0,0.0,1476.9999354551,RDOLAR
2026-06-26,PP Inversiones (PPI),Licitaciones,USDMEP,400000.0,0.0,1476.9999354551,CAP
2026-06-26,Invertir en Bolsa (IEB),Fixed Income,USDMEP,214560.0,0.0,1476.9999354551,RDOLAR
2026-07-14,Banco Mariva,Fixed Income,USDMEP,501500.0,0.0,1471.4999160509,CAP
2026-07-14,LICITACION-Banco de la Nacion Argentina,Licitaciones,USDMEP,400000.0,0.0,1471.4999160509,CAP
2026-07-14,Mariva Bursátil,Fixed Income,USDMEP,50150.0,0.0,1471.4999160509,INCOME DOLAR
2026-07-16,Petrini Valores,Licitaciones,USDMEP,50000.0,0.0,1475.9999456832,INCOME DOLAR
2026-07-16,Bull Market Brokers,Fixed Income,USDMEP,54575.0,0.0,1475.9999456832,INCOME DOLAR
2026-07-16,Petrini Valores,Licitaciones,USDMEP,200000.0,0.0,1475.9999456832,CAP
2026-07-20,Bull Market Brokers,Fixed Income,USDMEP,56610.0,0.0,1481.0001015966,INCOME DOLAR
2026-07-20,Bull Market Brokers,Fixed Income,USDC,394999.75,0.0,1481.0001015966,RDOLAR
2026-07-24,PP Inversiones (PPI),Licitaciones,USDMEP,50000.0,0.0,1496.9999372757,INCOME DOLAR
2026-07-24,PP Inversiones (PPI),Licitaciones,USDMEP,200000.0,0.0,1496.9999372757,CAP
2026-07-27,BBVA,Licitaciones,USDMEP,300000.0,0.0,1496.9999372757,CAP
2026-07-27,BBVA,Licitaciones,USDMEP,50000.0,0.0,1496.9999372757,INCOME DOLAR
2025-01-30,Allaria,Fixed Income,ARS,105420.39689799542,0.0,1050.9999844452,GEST
2025-01-31,Allaria,Fixed Income,ARS,795573.1306477579,0.0,1051.5000542048,GEST
2025-04-16,Allaria,Fixed Income,ARS,776675.5652640001,0.0,1124.9999859375,GEST
2025-04-22,Allaria,Fixed Income,ARS,697486.457217355,0.0,1104.0000017664,GEST
2025-04-23,BAVSA,Fixed Income,ARS,666215.543890001,0.0,1159.9999536,GEST
2025-06-11,Allaria,Fixed Income,ARS,99400.21859084617,0.0,1181.9999841612,GEST
2025-01-03,TPCG,Renta Variable,USDC,39370.87,0.0,1032.5000025813,RDOLAR
2025-01-07,TPCG,Renta Variable,USDC,810858.97,0.0,1035.5000481508,RDOLAR
2025-01-13,TPCG,Renta Variable,USDC,5956.7,0.0,1039.4999589398,RDOLAR
2025-01-13,TPCG,Renta Variable,USDC,13901.73,0.0,1039.4999589398,RDOLAR
2025-01-14,TPCG,Renta Variable,USDC,841257.77,0.0,1039.9999584,RDOLAR
2025-01-16,TPCG,Renta Variable,USDC,498625.23,0.0,1041.5000266624,RDOLAR
2025-01-22,TPCG,Renta Variable,USDC,16216.2,0.0,1047.0000412518,RDOLAR
2025-01-27,TPCG,Renta Variable,USDC,52321.87,0.0,1049.4999814763,RDOLAR
2025-01-28,TPCG,Renta Variable,USDC,8262.15,0.0,1050.4999486831,RDOLAR
2025-02-04,TPCG,Renta Variable,USDC,8223.17,0.0,1053.7499959167,RDOLAR
2025-02-10,TPCG,Renta Variable,USDC,150150.0,0.0,1055.4999834814,RDOLAR
2025-02-18,TPCG,Renta Variable,USDC,39973.17,0.0,1058.2499952643,RDOLAR
2025-02-19,TPCG,Renta Variable,USDC,119566.5,0.0,1058.5000144485,RDOLAR
2025-02-19,TPCG,Renta Variable,USDC,8693.58,0.0,1058.5000144485,RDOLAR
2025-02-20,TPCG,Renta Variable,USDC,1926.07,0.0,1058.7500397031,RDOLAR
2025-03-05,TPCG,Renta Variable,USDC,1451247.72,0.0,1063.4999890991,RDOLAR
2025-03-06,TPCG,Renta Variable,USDC,200083.24,0.0,1063.4999890991,RDOLAR
2025-03-07,TPCG,Renta Variable,USDC,325149.82,0.0,1065.0000410025,RDOLAR
2025-03-10,TPCG,Renta Variable,USDC,14932.61,0.0,1065.7499511887,RDOLAR
2025-03-13,TPCG,Renta Variable,USDC,69416.96,0.0,1066.2499477538,RDOLAR
2025-03-14,TPCG,Renta Variable,USDC,91491.84,0.0,1066.2499477538,RDOLAR
2025-03-18,TPCG,Renta Variable,USDC,26082.01,0.0,1067.9999863296,RDOLAR
2025-03-19,TPCG,Renta Variable,USDC,32034.03,0.0,1068.9999943343,RDOLAR
2025-03-20,TPCG,Renta Variable,USDC,99857.08,0.0,1068.9999943343,RDOLAR
2025-03-25,TPCG,Renta Variable,USDC,68889.64,0.0,1071.0000184212,RDOLAR
2025-03-26,TPCG,Renta Variable,USDC,1975352.08,0.0,1071.2500170061,RDOLAR
2025-04-04,TPCG,Renta Variable,USDC,77015.83,0.0,1073.4999662921,RDOLAR
2025-04-10,TPCG,Renta Variable,USDC,5405.07,0.0,1076.7499852216,RDOLAR
2025-04-14,TPCG,Renta Variable,USDC,198880.84,0.0,1194.9999766975,RDOLAR
2025-04-21,TPCG,Renta Variable,USDC,281045.64,0.0,1093.9999789952,RDOLAR
2025-05-23,Stonex,Fixed Income,ARS,177425.9978181609,0.0,1133.5000031738,RCAP
2025-10-02,Puente Hnos,Fixed Income,USDC,1932.54,0.0,1424.5000040598,CAP
2025-10-02,Puente Hnos,Fixed Income,USDMEP,2000.18,0.0,1424.5000040598,CAP
2025-10-27,Puente Hnos,Fixed Income,USDMEP,101498.69,0.0,1435.0000236775,CAP
2025-10-27,Puente Hnos,Fixed Income,USDC,100799.6,0.0,1435.0000236775,CAP
2025-11-20,Stonex,Licitaciones,ARS,21052.63200000001,0.0,1424.9999715,VAL
2025-11-20,Stonex,Licitaciones,ARS,32280.702400000016,0.0,1424.9999715,GESTII
2025-11-20,Stonex,Licitaciones,ARS,70175.44000000003,0.0,1424.9999715,EST
2025-11-20,Stonex,Licitaciones,ARS,210526.3200000001,0.0,1424.9999715,LIQUIDEZ PLUS
2025-11-28,Stonex,Licitaciones,ARS,206682.74999999677,0.0,1451.4999437544,LIQUIDEZ PLUS
2025-11-28,Stonex,Licitaciones,ARS,24112.98749999962,0.0,1451.4999437544,GESTII
2025-12-16,Stonex,Licitaciones,ARS,27567.196000000036,0.0,1450.9999493601,GESTII
2025-12-16,Stonex,Licitaciones,ARS,206753.97000000026,0.0,1450.9999493601,LIQUIDEZ PLUS
2026-01-12,Puente Hnos,Fixed Income,USDMEP,602115.25,0.0,1467.5000110063,CAP
2026-01-12,Puente Hnos,Fixed Income,USDC,587143.1,0.0,1467.5000110063,CAP
2026-01-14,Puente Hnos,Fixed Income,USDMEP,87210.14,0.0,1453.0000964792,CAP
2026-01-14,Puente Hnos,Fixed Income,USDC,85000.14,0.0,1453.0000964792,CAP
2026-04-13,Stonex,Licitaciones,ARS,259753.28085230466,0.0,1354.0000682416,LIQUIDEZ PLUS
2026-06-26,LICITACION -Banco Patagonia,Licitaciones,ARS,127891.40707836024,0.0,1476.9999354551,PERF
2026-07-06,PP Inversiones (PPI),Licitaciones,USDMEP,32057.6,0.0,1486.4999051613,PyMES
2026-07-27,LICITACION -Banco Patagonia,Licitaciones,ARS,157829.2351968793,0.0,1496.9999372757,LIQUIDEZ PLUS
2025-01-14,WIN Securities S.A. - ROFEX,Futuros,ARS,22877.885530500036,16.398173732850026,1039.9999584,VAL
2025-01-31,WIN Securities S.A. - ROFEX,Futuros,ARS,152101.751550504,108.81571478998187,1051.5000542048,VAL
2025-01-31,WIN Securities S.A. - ROFEX,Futuros,ARS,113214.92521465298,27.43053591358372,1051.5000542048,VAL
2025-02-12,WIN Securities S.A. - ROFEX,Futuros,ARS,3080236.809600005,1833.0036236160029,1056.24995775,PERF
2025-02-13,WIN Securities S.A. - ROFEX,Futuros,ARS,1026259.7472000002,738.6066631257601,1056.7500118356,PERF
2025-02-27,WIN Securities S.A. - ROFEX,Futuros,ARS,120310.80766200213,29.083757954784517,1061.749999708,VAL
2025-02-27,WIN Securities S.A. - ROFEX,Futuros,ARS,84615.0223920015,60.34284908652707,1061.749999708,VAL
2025-03-17,WIN Securities S.A. - ROFEX,Futuros,ARS,507141.17520000023,366.4959893636801,1067.7500200737,GEST
2025-03-25,WIN Securities S.A. - ROFEX,Futuros,ARS,147525.67440000005,101.70468545889604,1071.0000184212,VAL
2025-03-25,WIN Securities S.A. - ROFEX,Futuros,ARS,148166.66411820005,35.63545223487601,1071.0000184212,VAL
2025-03-31,WIN Securities S.A. - ROFEX,Futuros,ARS,155909.62710199485,110.61565820654634,1073.24995326,VAL
2025-03-31,WIN Securities S.A. - ROFEX,Futuros,ARS,153747.9684939949,35.155398689180835,1073.24995326,VAL
2025-03-31,WIN Securities S.A. - ROFEX,Futuros,ARS,500291.19346248347,121.225488624346,1073.24995326,GEST
2025-03-31,WIN Securities S.A. - ROFEX,Futuros,ARS,4002329.5476998677,969.803908994768,1073.24995326,PERF
2025-04-07,WIN Securities S.A. - ROFEX,Futuros,ARS,41748.024489999036,9.675946144647776,1075.49999188,VAL
2025-04-22,WIN Securities S.A. - ROFEX,Futuros,ARS,90588.76797100001,61.29493649613101,1104.0000017664,RCAP
2025-04-25,WIN Securities S.A. - ROFEX,Futuros,ARS,243693.89550000557,166.51338808962382,1169.4999557344,RCAP
2025-04-30,WIN Securities S.A. - ROFEX,Futuros,ARS,104701.28760045029,75.20098689163521,1169.99993799,VAL
2025-04-30,WIN Securities S.A. - ROFEX,Futuros,ARS,104730.7747815003,25.49687314620607,1169.99993799,VAL
2025-05-29,WIN Securities S.A. - ROFEX,Futuros,ARS,79628.06070000015,19.229077758000034,1183.0000526435,VAL
2025-05-29,WIN Securities S.A. - ROFEX,Futuros,ARS,81065.93045850015,57.98425777473011,1183.0000526435,VAL
2025-06-09,WIN Securities S.A. - ROFEX,Futuros,ARS,81248.94933200021,19.449857541752053,1184.9999389725,VAL
2025-06-18,WIN Securities S.A. - ROFEX,Futuros,ARS,21401.049748000052,15.242608716302037,1142.0000555012,VAL
2025-06-27,WIN Securities S.A. - ROFEX,Futuros,ARS,19029.4366554,13.575408015764001,1188.9999903691,VAL
2025-06-27,WIN Securities S.A. - ROFEX,Futuros,ARS,21017.662071000002,5.09268296808,1188.9999903691,VAL
2025-07-04,WIN Securities S.A. - ROFEX,Futuros,ARS,36906.58070640001,8.768619172909002,1230.9999769803,VAL
2025-07-14,WIN Securities S.A. - ROFEX,Futuros,ARS,13299.609375,3.1042187500000002,1280.0,VAL
2025-07-14,WIN Securities S.A. - ROFEX,Futuros,ARS,41967.1875,10.0290078125,1280.0,VAL
2025-07-24,WIN Securities S.A. - ROFEX,Futuros,ARS,62437.105170000046,43.44584784012003,1272.000035616,VAL
2025-08-04,WIN Securities S.A. - ROFEX,Futuros,ARS,11432.720313850006,2.6649337595710016,1360.00003264,VAL
2025-08-04,WIN Securities S.A. - ROFEX,Futuros,ARS,25312.499392500016,6.056676325228003,1360.00003264,VAL
2025-08-04,WIN Securities S.A. - ROFEX,Futuros,ARS,2345962.443696901,1696.778246042028,1360.00003264,PERF
2025-08-06,WIN Securities S.A. - ROFEX,Futuros,ARS,2361357.13688701,562.6083402104105,1331.9999126208,PERF
2025-08-07,WIN Securities S.A. - ROFEX,Futuros,ARS,25622.17150500001,18.46254116057401,1326.0000228072,VAL
2025-08-07,WIN Securities S.A. - ROFEX,Futuros,ARS,11605.580494200005,8.284117504572002,1326.0000228072,VAL
2025-08-27,WIN Securities S.A. - ROFEX,Futuros,ARS,76512.78346080001,54.07888914779202,1349.4999832662,BALANCEADO
2025-08-28,WIN Securities S.A. - ROFEX,Futuros,ARS,486634.6282500019,343.94643011625135,1333.0000833125,RCAP
2025-08-29,WIN Securities S.A. - ROFEX,Futuros,ARS,24661.574710286266,5.938427856405004,1341.999969134,VAL
2025-08-29,WIN Securities S.A. - ROFEX,Futuros,ARS,24549.180892500015,17.10761589273001,1341.999969134,VAL
2025-09-04,WIN Securities S.A. - ROFEX,Futuros,ARS,55061.287844998194,38.97355105969872,1362.4999148438,INC
2025-09-18,WIN Securities S.A. - ROFEX,Futuros,ARS,1690742.628,1181.6887104,1474.499997051,GEST
2025-09-29,WIN Securities S.A. - ROFEX,Futuros,ARS,36865.80793875002,26.197837606546013,1360.00003264,GESTII
2025-09-29,WIN Securities S.A. - ROFEX,Futuros,ARS,249198.52343100015,177.1859001593031,1360.00003264,INC
2025-09-29,WIN Securities S.A. - ROFEX,Futuros,ARS,39966.910805500025,27.69877139405302,1360.00003264,VAL
2025-09-29,WIN Securities S.A. - ROFEX,Futuros,ARS,82363.23331740005,57.76691037830003,1360.00003264,VAL
2025-09-29,WIN Securities S.A. - ROFEX,Futuros,ARS,122886.02646250007,29.838513989758017,1360.00003264,VAL
2025-09-29,WIN Securities S.A. - ROFEX,Futuros,ARS,442389.6952650003,314.37400716090616,1360.00003264,PERF
2025-09-29,WIN Securities S.A. - ROFEX,Futuros,ARS,199639.7010910001,141.9801510042411,1360.00003264,BALANCEADO
2025-09-30,WIN Securities S.A. - ROFEX,Futuros,ARS,38704.71115125003,8.642558195721005,1379.99996412,PERF
2025-09-30,WIN Securities S.A. - ROFEX,Futuros,ARS,33448.55159430002,7.442203092048005,1379.99996412,PERF
2025-09-30,WIN Securities S.A. - ROFEX,Futuros,ARS,16206.522160500012,11.445022036701008,1379.99996412,PERF
2025-09-30,WIN Securities S.A. - ROFEX,Futuros,ARS,1569998.5915446011,1108.9425795571447,1379.99996412,PERF
2025-09-30,WIN Securities S.A. - ROFEX,Futuros,ARS,360623.19778200024,254.72534720256917,1379.99996412,RCAP
2025-09-30,WIN Securities S.A. - ROFEX,Futuros,ARS,432173.9242800003,305.2005876453602,1379.99996412,RMIXTA
2025-09-30,WIN Securities S.A. - ROFEX,Futuros,ARS,17182.60914240001,12.157522055226009,1379.99996412,EST
2025-09-30,WIN Securities S.A. - ROFEX,Futuros,ARS,28015.94275740002,19.801565732232014,1379.99996412,GESTII
2025-10-08,WIN Securities S.A. - ROFEX,Futuros,ARS,544230.769775,384.513461922975,1429.99999857,GEST
2025-10-15,WIN Securities S.A. - ROFEX,Futuros,ARS,412173.92376000027,96.09855322320007,1379.99996412,RMIXTA
2025-10-16,WIN Securities S.A. - ROFEX,Futuros,ARS,285212.9254158008,202.21241454757256,1401.9999248528,INC
2025-10-16,WIN Securities S.A. - ROFEX,Futuros,ARS,355651.94488320104,252.28760268096073,1401.9999248528,RCAP
2025-10-21,WIN Securities S.A. - ROFEX,Futuros,ARS,1878225.762978837,453.4808855634928,1490.5000001491,PERF
2025-10-21,WIN Securities S.A. - ROFEX,Futuros,ARS,15940.959407999464,3.8512177117918704,1490.5000001491,EST
2025-10-21,WIN Securities S.A. - ROFEX,Futuros,ARS,60856.75947059796,14.682770880785506,1490.5000001491,GESTII
2025-10-27,WIN Securities S.A. - ROFEX,Futuros,ARS,38289.19797450001,27.12094728769601,1435.0000236775,VAL
2025-10-27,WIN Securities S.A. - ROFEX,Futuros,ARS,316879.4372802001,228.1169509399031,1435.0000236775,PERF
2025-10-29,WIN Securities S.A. - ROFEX,Futuros,ARS,263530.6292840005,63.70868805558411,1436.0000620352,BALANCEADO
2025-10-29,WIN Securities S.A. - ROFEX,Futuros,ARS,347465.1660480006,82.33122903382015,1436.0000620352,RCAP
2025-10-29,WIN Securities S.A. - ROFEX,Futuros,ARS,789377.4032248014,190.63599455004035,1436.0000620352,RCAP
2025-10-29,WIN Securities S.A. - ROFEX,Futuros,ARS,278178.9573420005,65.91398740321213,1436.0000620352,INC
2025-10-29,WIN Securities S.A. - ROFEX,Futuros,ARS,292813.35782400053,70.56962090682413,1436.0000620352,INC
2025-10-30,WIN Securities S.A. - ROFEX,Futuros,ARS,513212.80140000005,120.28477188585002,1437.9999836068,GEST
2025-11-05,WIN Securities S.A. - ROFEX,Futuros,ARS,30268.593540000074,7.224999641640019,1452.0000720192,VAL
2025-11-12,WIN Securities S.A. - ROFEX,Futuros,ARS,323140.2277922,77.537691497266,1411.9999949168,PERF
2025-11-18,WIN Securities S.A. - ROFEX,Futuros,ARS,86099.99827800004,61.403005914797035,1400.000028,VAL
2025-11-28,WIN Securities S.A. - ROFEX,Futuros,ARS,66907.68430124896,16.180489776149745,1451.4999437544,VAL
2025-11-28,WIN Securities S.A. - ROFEX,Futuros,ARS,66292.80311999896,47.05870661167427,1451.4999437544,VAL
2025-11-28,WIN Securities S.A. - ROFEX,Futuros,ARS,286071.6611024955,65.92945484549897,1451.4999437544,RCAP
2025-12-01,WIN Securities S.A. - ROFEX,Futuros,ARS,1560799.2337499755,362.0496867817443,1451.4999437544,GEST
2025-12-29,WIN Securities S.A. - ROFEX,Futuros,ARS,126694.92140010001,30.739279421034,1456.9999962118,VAL
2025-12-29,WIN Securities S.A. - ROFEX,Futuros,ARS,127085.7930552,90.31247106528599,1456.9999962118,VAL
2025-12-30,WIN Securities S.A. - ROFEX,Futuros,ARS,64087.97032960007,46.053510461672055,1455.00004947,BALANCEADO
2026-01-02,WIN Securities S.A. - ROFEX,Futuros,ARS,504732.202128,363.2073482445239,1475.0000036875,INC
2026-01-02,WIN Securities S.A. - ROFEX,Futuros,ARS,216239.9994594,155.590250458482,1475.0000036875,RCAP
2026-01-02,WIN Securities S.A. - ROFEX,Futuros,ARS,81627.11843999999,46.714616832366,1475.0000036875,BALANCEADO
2026-01-02,WIN Securities S.A. - ROFEX,Futuros,ARS,162988.4741688,117.08399970728999,1475.0000036875,RBALANCEADO
2026-01-02,WIN Securities S.A. - ROFEX,Futuros,ARS,759064.404882,545.162012196417,1475.0000036875,PERF
2026-01-05,WIN Securities S.A. - ROFEX,Futuros,ARS,15249.999801750002,11.017795775136001,1470.00001911,RCAP
2026-01-05,WIN Securities S.A. - ROFEX,Futuros,ARS,247983.67024560005,179.18256229647702,1470.00001911,INC
2026-01-06,WIN Securities S.A. - ROFEX,Futuros,ARS,203739.35111249308,147.218697362635,1467.5000110063,INC
2026-01-27,WIN Securities S.A. - ROFEX,Futuros,ARS,739230.5013059871,178.6579060998239,1442.5000025244,PERF
2026-01-28,WIN Securities S.A. - ROFEX,Futuros,ARS,141852.5510766028,34.31880403366168,1444.4999292917,BALANCEADO
2026-01-28,WIN Securities S.A. - ROFEX,Futuros,ARS,226764.28939710447,54.861747233770075,1444.4999292917,RCAP
2026-01-28,WIN Securities S.A. - ROFEX,Futuros,ARS,939023.9296620184,227.1808003209195,1444.4999292917,INC
2026-01-30,WIN Securities S.A. - ROFEX,Futuros,ARS,159054.9404625,38.5577745135,1447.000007235,RBALANCEADO
2026-01-30,WIN Securities S.A. - ROFEX,Futuros,ARS,82028.33407499999,19.885141573,1447.000007235,VAL
2026-01-30,WIN Securities S.A. - ROFEX,Futuros,ARS,82587.42184,58.6449478754,1447.000007235,VAL
2026-02-13,WIN Securities S.A. - ROFEX,Futuros,ARS,70600.21362449875,57.61052458553597,1399.5000146248,VAL
2026-02-27,WIN Securities S.A. - ROFEX,Futuros,ARS,136913.38325280006,98.48369893590805,1397.0000262636,VAL
2026-02-27,WIN Securities S.A. - ROFEX,Futuros,ARS,133511.80851360006,32.21762287319201,1397.0000262636,VAL
2026-03-17,WIN Securities S.A. - ROFEX,Futuros,ARS,117080.2327856001,28.021727212892028,1395.9999575616,VAL
2026-03-31,WIN Securities S.A. - ROFEX,Futuros,ARS,134224.137072,32.400100367352,1392.0000089088,VAL
2026-03-31,WIN Securities S.A. - ROFEX,Futuros,ARS,136600.214643,98.51460425456399,1392.0000089088,VAL
2026-04-07,WIN Securities S.A. - ROFEX,Futuros,ARS,45775.58637824936,10.926758321278847,1392.4999119244,VAL
2026-04-09,WIN Securities S.A. - ROFEX,Futuros,ARS,55776.61410750015,13.329276593490036,1380.999926807,VAL
2026-04-14,WIN Securities S.A. - ROFEX,Futuros,ARS,46847.50542000008,33.51230068548406,1364.0000556512,VAL
2026-04-16,WIN Securities S.A. - ROFEX,Futuros,ARS,21804.122970000022,15.622098143370017,1358.000046172,VAL
2026-04-20,WIN Securities S.A. - ROFEX,Futuros,ARS,302602.75441760005,216.73884885016008,1377.0000236844,VAL
2026-04-20,WIN Securities S.A. - ROFEX,Futuros,ARS,112162.67054720003,26.95637571645201,1377.0000236844,VAL
2026-04-20,WIN Securities S.A. - ROFEX,Futuros,ARS,1267792.2803000002,914.4638550047002,1377.0000236844,PERF
2026-04-21,WIN Securities S.A. - ROFEX,Futuros,ARS,95231.19382020028,68.6420756942282,1375.4999254479,VAL
2026-04-24,WIN Securities S.A. - ROFEX,Futuros,ARS,1271436.2139374774,301.4732944558866,1399.5000146248,PERF
2026-04-30,WIN Securities S.A. - ROFEX,Futuros,ARS,76901.51388100022,18.269699050995055,1390.9999244687,VAL
2026-05-12,WIN Securities S.A. - BYMA,Futuros,ARS,74802.02802840032,54.17688216672023,1383.9999092096,VAL
2026-05-13,WIN Securities S.A. - ROFEX,Futuros,ARS,36206.89632,26.23300988958,1392.0000089088,VAL
2026-05-14,WIN Securities S.A. - ROFEX,Futuros,ARS,71004.67675275021,50.14715585023715,1390.9999244687,RCAP
2026-05-15,WIN Securities S.A. - ROFEX,Futuros,ARS,27276.801558749514,19.246331904128656,1394.5000082973,LOW
2026-05-28,WIN Securities S.A. - ROFEX,Futuros,ARS,125955.32658030043,30.466051442887103,1409.99991681,VAL
2026-05-28,WIN Securities S.A. - ROFEX,Futuros,ARS,128278.73097270045,92.55295581523433,1409.99991681,VAL
2026-05-29,WIN Securities S.A. - ROFEX,Futuros,ARS,1001.6267430079214,0.24265625931800036,1407.9999459328,VAL
2026-06-01,WIN Securities S.A. - ROFEX,Futuros,ARS,236935.49330100036,170.01671784660925,1425.9999432452,VAL
2026-06-03,WIN Securities S.A. - ROFEX,Futuros,ARS,84992.70337319713,20.240382972193316,1438.4999552627,VAL
2026-06-04,WIN Securities S.A. - ROFEX,Futuros,ARS,101287.84620000038,73.21320817439228,1436.5000882011,VAL
2026-06-04,WIN Securities S.A. - ROFEX,Futuros,ARS,21665.15704080008,15.56581178355606,1436.5000882011,VAL
2026-06-05,WIN Securities S.A. - ROFEX,Futuros,ARS,12412.35679199957,8.912787206157692,1440.5000033132,VAL
2026-06-05,WIN Securities S.A. - ROFEX,Futuros,ARS,36412.356736798734,26.339208547541084,1440.5000033132,VAL
2026-06-08,WIN Securities S.A. - ROFEX,Futuros,ARS,20546.146308000367,14.773626309195262,1446.4999691172,RBALANCEADO
2026-06-08,WIN Securities S.A. - ROFEX,Futuros,ARS,68852.74948245123,49.50286313777188,1446.4999691172,RCAP
2026-06-09,WIN Securities S.A. - ROFEX,Futuros,ARS,1341047.833125002,964.5731699353764,1441.0000540375,PERF
2026-06-10,WIN Securities S.A. - ROFEX,Futuros,ARS,70041.18882020128,50.38350586191192,1432.4999573831,RCAP
2026-06-11,WIN Securities S.A. - ROFEX,Futuros,ARS,1334938.9576900245,241.41376634436742,1432.4999573831,PERF
2026-06-11,WIN Securities S.A. - ROFEX,Futuros,ARS,270068.41990190494,63.49182038801016,1432.4999573831,VAL
2026-06-11,WIN Securities S.A. - ROFEX,Futuros,ARS,14117.277906900257,3.379797657268062,1432.4999573831,VAL
2026-06-16,WIN Securities S.A. - ROFEX,Futuros,ARS,14063.347552800053,3.374556005820013,1436.5000882011,VAL
2026-06-17,WIN Securities S.A. - ROFEX,Futuros,ARS,137950.0485389953,99.32903668225462,1441.50003647,INC
2026-06-23,WIN Securities S.A. - ROFEX,Futuros,ARS,135666.33461710275,97.77195257075599,1471.4999160509,INC
2026-06-23,WIN Securities S.A. - ROFEX,Futuros,ARS,135666.33461710275,97.77195257075599,1471.4999160509,RCAP
2026-06-25,WIN Securities S.A. - ROFEX,Futuros,ARS,77440.76167800014,55.8658589071471,1476.9999354551,VAL
2026-06-30,WIN Securities S.A. - ROFEX,Futuros,ARS,430278.319255501,310.5516313930527,1482.0000717288,VAL
2026-06-30,WIN Securities S.A. - ROFEX,Futuros,ARS,507773.04087587656,122.85304398643628,1482.0000717288,VAL
2026-06-30,WIN Securities S.A. - ROFEX,Futuros,ARS,201674.07930780045,145.49392008360033,1482.0000717288,INC
2026-06-30,WIN Securities S.A. - ROFEX,Futuros,ARS,202236.83231700046,145.04078245371034,1482.0000717288,RCAP
2026-06-30,WIN Securities S.A. - ROFEX,Futuros,ARS,202424.07927150046,146.09875811100633,1482.0000717288,RCAP
2026-07-02,WIN Securities S.A. - ROFEX,Futuros,ARS,200794.35162600008,145.24537402016003,1488.000023808,RCAP
2026-07-02,WIN Securities S.A. - ROFEX,Futuros,ARS,33454.63656150001,24.202197193410008,1488.000023808,RBALANCEADO
2026-07-03,WIN Securities S.A. - ROFEX,Futuros,ARS,133463.2248179981,96.49728406625863,1488.4999240121,INC
2026-07-06,WIN Securities S.A. - ROFEX,Futuros,ARS,26219.30877000011,6.054073712856025,1486.4999051613,LOW
2026-07-15,WIN Securities S.A. - ROFEX,Futuros,ARS,82034.58816,59.113319887639996,1474.499997051,VAL
2026-07-23,WIN Securities S.A. - ROFEX,Futuros,ARS,67196.77913520012,48.52420616791808,1488.9999385043,VAL
2026-07-23,WIN Securities S.A. - ROFEX,Futuros,ARS,13253.190607800023,9.566246197638016,1488.9999385043,GESTII
2026-07-23,WIN Securities S.A. - ROFEX,Futuros,ARS,1482849.2889112525,1070.44755260438,1488.9999385043,PERF
2026-07-29,WIN Securities S.A. - ROFEX,Futuros,ARS,66086.23015799999,47.740969404108,1495.9999952128,RBALANCEADO
2026-07-29,WIN Securities S.A. - ROFEX,Futuros,ARS,665222.2614869999,161.188175649492,1495.9999952128,RCAP
2026-07-29,WIN Securities S.A. - ROFEX,Futuros,ARS,53000.000169599996,12.846577581216,1495.9999952128,RBALANCEADO
2026-07-29,WIN Securities S.A. - ROFEX,Futuros,ARS,598199.8682244,144.94816222854,1495.9999952128,INC
2026-07-30,WIN Securities S.A. - ROFEX,Futuros,ARS,499848.11028200015,120.87161768971004,1488.000023808,VAL
2026-07-30,WIN Securities S.A. - ROFEX,Futuros,ARS,501076.60488600016,359.75927515783013,1488.000023808,VAL
2026-07-31,WIN Securities S.A. - ROFEX,Futuros,ARS,472041.7694874007,340.92166329805553,1484.9999413425,INC
2026-07-31,WIN Securities S.A. - ROFEX,Futuros,ARS,33644.44577340005,24.29895045475804,1484.9999413425,RCAP
2025-01-02,INVIU,Fixed Income,ARS,112720.498467283,0.0,1031.5000517297,BALANCEADO
2025-01-02,Allaria,Fixed Income,ARS,1344.823781321056,0.0,1031.5000517297,BALANCEADO
2025-01-02,Allaria,Fixed Income,ARS,1277.8161259320939,0.0,1031.5000517297,BALANCEADO
2025-01-02,Allaria,Fixed Income,ARS,1212.3802494269833,0.0,1031.5000517297,BALANCEADO
2025-01-03,Banco Supervielle,Fixed Income,ARS,145495.76912777897,0.0,1032.5000025813,LIQUIDEZ PLUS
2025-01-06,Allaria,Fixed Income,ARS,40579.34888115003,0.0,1034.99997309,RCAP
2025-01-07,WIN Securities,Fixed Income,ARS,772425.2422956125,397.79901578528165,1035.5000481508,GEST
2025-01-09,Banco Supervielle,Fixed Income,ARS,289178.2441795657,0.0,1036.9999508462,LIQUIDEZ PLUS
